Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Unnamed: 9_level_0,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Tipos de pases,Saques de esquina,Saques de esquina,Saques de esquina,Resultados,Resultados,Resultados,Unnamed: 24_level_0
25,Kevin Agudelo,co COL,"CC,DL",Spezia,it Serie A,22,1998,13.7,389,375,11,1,0,1,22,4,4,3,1,0,280,3,22,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
26,Nayef Aguerd,ma MAR,DF,Rennes,fr Ligue 1,25,1996,30.4,2204,2127,74,69,2,41,1,5,0,0,0,0,1959,3,12,Partidos
27,Sergio Agüero,ar ARG,DL,Barcelona,es La Liga,33,1988,1.7,42,40,2,0,0,0,3,0,0,0,0,0,30,0,0,Partidos
28,Ruben Aguilar,fr FRA,DF,Monaco,fr Ligue 1,28,1993,23.8,1728,1445,277,34,4,16,64,242,1,0,1,0,1435,6,27,Partidos
29,Álvaro Aguirre,es ESP,DL,Rayo Vallecano,es La Liga,21,2000,0.1,3,2,1,0,0,0,0,1,0,0,0,0,3,0,0,Partidos
30,Naouirou Ahamada,fr FRA,"CC,DF",Stuttgart,de Bundesliga,19,2002,0.7,32,32,0,0,0,0,0,0,0,0,0,0,28,0,0,Partidos
31,Anel Ahmedhodžić,ba BIH,DF,Bordeaux,fr Ligue 1,22,1999,15.0,858,826,31,23,0,7,6,8,0,0,0,0,766,1,3,Partidos
32,Jean-Eudes Aholou,ci CIV,CC,Strasbourg,fr Ligue 1,27,1994,11.2,412,404,8,8,1,2,6,0,0,0,0,0,339,0,11,Partidos
33,Joseph Aidoo,gh GHA,DF,Celta Vigo,es La Liga,25,1995,29.3,1567,1531,32,13,1,11,3,19,0,0,0,0,1270,4,9,Partidos
34,Ola Aina,ng NGA,DF,Torino,it Serie A,24,1996,16.0,755,600,151,9,1,0,34,142,0,0,0,0,535,4,30,Partidos
35,Rayan Aït Nouri,dz ALG,"DF,CC",Wolves,eng Premier League,20,2001,20.3,1025,811,211,10,1,7,96,172,29,11,16,0,763,3,19,Partidos
36,Kristoffer Ajer,no NOR,DF,Brentford,eng Premier League,23,1998,22.2,892,734,154,6,2,3,17,148,0,0,0,0,627,4,28,Partidos
37,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,27,1994,30.4,906,880,24,1,5,10,17,2,0,0,0,0,653,2,16,Partidos
38,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,26,1995,25.1,2013,1944,66,59,1,26,3,7,0,0,0,0,1819,3,10,Partidos
39,Carlos Akapo,gq EQG,DF,Cádiz,es La Liga,28,1993,20.5,832,672,158,18,1,3,45,140,0,0,0,0,611,2,20,Partidos
40,Marley Aké,fr FRA,"DL,CC",Juventus,it Serie A,20,2001,0.9,16,16,0,0,0,0,1,0,0,0,0,0,12,0,1,Partidos
41,Nathan Aké,nl NED,DF,Manchester City,eng Premier League,26,1995,10.3,878,836,41,15,1,2,1,26,0,0,0,0,796,1,5,Partidos
42,Ilias Akhomach,es ESP,DL,Barcelona,es La Liga,17,2004,1.4,55,55,0,0,1,0,6,0,0,0,0,0,45,0,2,Partidos
43,Maghnes Akliouche,fr FRA,"CC,DL",Monaco,fr Ligue 1,19,2002,0.6,22,22,0,0,0,0,1,0,0,0,0,0,20,0,0,Partidos
44,Paul Akouokou,ci CIV,CC,Betis,es La Liga,23,1997,5.7,325,320,4,4,0,3,1,0,0,0,0,0,284,1,4,Partidos
45,Jean-Daniel Akpa-Akpro,ci CIV,CC,Lazio,it Serie A,28,1992,3.5,106,106,0,0,0,0,0,0,0,0,0,0,89,0,8,Partidos
46,Kevin Akpoguma,ng NGA,"DF,DL",Hoffenheim,de Bundesliga,26,1995,17.0,917,742,172,13,0,7,31,159,0,0,0,0,691,3,24,Partidos
47,David Alaba,at AUT,DF,Real Madrid,es La Liga,29,1992,29.4,1968,1888,74,34,4,2,40,34,3,3,0,0,1788,6,9,Partidos
48,Sofiane Alakouch,ma MAR,"DF,CC",Metz,fr Ligue 1,23,1998,1.8,103,90,13,1,0,1,2,12,0,0,0,0,83,0,7,Partidos
49,Tomás Alarcón,cl CHI,CC,Cádiz,es La Liga,22,1999,15.8,572,503,65,29,2,15,64,3,33,14,14,0,398,4,18,Partidos
50,Lucas Alario,ar ARG,DL,Leverkusen,de Bundesliga,28,1992,7.3,171,159,12,0,1,1,1,2,0,0,0,0,115,0,9,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
51,Jordi Alba,es ESP,DF,Barcelona,es La Liga,32,1989,29.4,2795,2416,365,96,13,12,121,268,1,0,0,0,2334,14,38,Partidos
52,Josué Albert,fr FRA,DF,Clermont Foot,fr Ligue 1,29,1992,0.2,6,5,1,0,0,0,0,1,0,0,0,0,5,0,0,Partidos
53,Luis Alberto,es ESP,CC,Lazio,it Serie A,28,1992,26.1,1970,1751,211,82,18,9,143,12,104,47,40,0,1626,8,29,Partidos
54,Raúl Albiol,es ESP,DF,Villarreal,es La Liga,35,1985,27.4,1560,1502,57,55,0,12,3,1,0,0,0,0,1339,1,12,Partidos
55,Marc Albrighton,eng ENG,"DL,DF",Leicester City,eng Premier League,31,1989,12.6,558,452,101,15,2,3,78,48,37,27,6,0,347,5,27,Partidos
56,Paco Alcácer,es ESP,DL,Villarreal,es La Liga,27,1993,8.7,175,151,22,0,2,2,1,2,0,0,0,0,123,2,5,Partidos
57,Thiago Alcántara,es ESP,CC,Liverpool,eng Premier League,30,1991,17.0,1508,1488,18,10,4,17,4,4,1,0,1,0,1340,2,13,Partidos
58,Rubén Alcaraz,es ESP,CC,Cádiz,es La Liga,30,1991,12.3,667,623,43,34,3,16,23,2,7,1,3,0,556,1,13,Partidos
59,Omar Alderete,py PAR,DF,Valencia,es La Liga,24,1996,26.7,961,899,57,52,0,41,4,2,0,0,0,0,580,5,6,Partidos
60,Iván Alejo,es ESP,"CC,DL",Cádiz,es La Liga,26,1995,11.8,329,319,9,3,0,2,97,6,0,0,0,0,193,1,18,Partidos
61,Doğan Alemdar,tr TUR,PO,Rennes,fr Ligue 1,18,2002,12.0,391,293,98,28,0,1,0,0,0,0,0,0,287,0,0,Partidos
62,Carles Aleñá,es ESP,CC,Getafe,es La Liga,23,1998,25.8,869,827,39,24,2,10,44,2,11,5,5,0,683,3,25,Partidos
63,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,22,1998,31.7,2757,2204,548,93,17,69,273,324,131,29,89,0,2039,5,34,Partidos
64,Mohamed Ali Cho,fr FRA,DL,Angers,fr Ligue 1,17,2004,20.4,314,304,9,2,1,0,23,3,0,0,0,0,220,1,12,Partidos
65,Alisson,br BRA,PO,Liverpool,eng Premier League,28,1992,36.0,1388,1154,234,62,0,3,0,0,0,0,0,0,1214,0,0,Partidos
66,Allan,br BRA,CC,Everton,eng Premier League,30,1991,24.3,982,912,66,19,1,2,10,10,0,0,0,0,778,4,26,Partidos
67,Jim Allevinah,ga GAB,DL,Clermont Foot,fr Ligue 1,26,1995,16.5,545,524,16,3,1,5,34,4,9,5,1,0,416,5,18,Partidos
68,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,25,1996,7.3,228,210,17,4,1,1,5,4,0,0,0,0,177,1,6,Partidos
69,Dele Alli,eng ENG,"CC,DL",Everton,eng Premier League,25,1996,3.8,157,140,14,3,3,1,1,5,1,0,0,0,114,3,4,Partidos
70,Miguel Almirón,py PAR,"CC,DL",Newcastle Utd,eng Premier League,27,1994,19.1,511,500,8,3,0,2,20,3,0,0,0,0,402,3,19,Partidos
71,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,30,1990,24.1,1486,1190,293,27,2,8,149,199,67,38,23,0,1142,3,39,Partidos
72,Giorgio Altare,it ITA,DF,Cagliari,it Serie A,22,1998,16.3,799,712,83,12,0,3,27,71,0,0,0,0,531,4,11,Partidos
73,Hugo Álvarez,es ESP,DL,Celta Vigo,es La Liga,18,2003,0.1,3,3,0,0,0,0,0,0,0,0,0,0,1,0,0,Partidos
74,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,26,1995,20.7,1019,966,51,50,0,10,3,1,0,0,0,0,832,2,9,Partidos
75,Dani Alves,br BRA,DF,Barcelona,es La Liga,38,1983,12.2,1089,925,159,32,6,14,75,93,34,12,16,0,915,5,11,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
76,Steven Alzate,co COL,CC,Brighton,eng Premier League,22,1998,4.5,233,230,3,2,1,0,0,1,0,0,0,0,204,0,4,Partidos
77,Ibrahim Amadou,fr FRA,"DF,CC",Metz,fr Ligue 1,28,1993,9.0,439,430,9,9,0,5,0,0,0,0,0,0,384,0,2,Partidos
78,Emmanuel Amankwaa Akurugu,gh GHA,DF,Getafe,es La Liga,19,2001,0.9,39,31,8,0,0,0,4,8,0,0,0,0,26,0,1,Partidos
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,26,1994,23.6,1546,1516,28,19,0,2,0,9,0,0,0,0,1399,2,16,Partidos
80,Amath,sn SEN,"DL,CC",Mallorca,es La Liga,25,1996,9.8,202,196,5,0,2,0,7,3,1,0,0,0,159,1,9,Partidos
81,Jordan Amavi,fr FRA,DF,Nice,fr Ligue 1,27,1994,4.6,319,272,46,4,0,2,6,42,0,0,0,0,269,1,5,Partidos
82,Jordan Amavi,fr FRA,"DF,DL",Marseille,fr Ligue 1,27,1994,1.4,86,69,17,2,0,2,2,15,0,0,0,0,74,0,1,Partidos
83,Wisdom Amey,it ITA,DF,Bologna,it Serie A,15,2005,0.8,29,25,4,4,0,0,0,0,0,0,0,0,20,0,0,Partidos
84,Kelvin Amian,fr FRA,DF,Spezia,it Serie A,23,1998,29.4,1133,862,267,18,1,1,24,249,0,0,0,0,887,4,35,Partidos
85,Nadiem Amiri,de GER,"CC,DL",Genoa,it Serie A,24,1996,7.6,299,255,41,13,2,0,20,2,12,2,7,0,222,3,3,Partidos
86,Nadiem Amiri,de GER,"CC,DL",Leverkusen,de Bundesliga,24,1996,4.1,222,209,12,2,0,2,8,3,6,1,5,0,183,1,5,Partidos
87,Ethan Ampadu,wls WAL,"CC,DF",Venezia,it Serie A,20,2000,25.4,1165,1037,123,41,4,10,20,80,0,0,0,0,867,5,26,Partidos
88,Sofyan Amrabat,ma MAR,CC,Fiorentina,it Serie A,24,1996,10.5,716,685,31,31,1,9,6,0,0,0,0,0,645,0,8,Partidos
89,Joachim Andersen,dk DEN,DF,Crystal Palace,eng Premier League,25,1996,32.4,2351,2252,95,86,3,32,8,5,0,0,0,0,1911,4,11,Partidos
90,Felipe Anderson,br BRA,DL,Lazio,it Serie A,28,1993,32.1,1436,1342,90,6,5,6,86,32,13,8,3,0,1118,4,36,Partidos
91,Sebastian Andersson,se SWE,DL,Köln,de Bundesliga,30,1991,14.0,234,227,7,0,0,1,9,1,0,0,0,0,147,0,10,Partidos
92,Florin Andone,ro ROU,DL,Cádiz,es La Liga,28,1993,2.0,38,32,6,0,0,0,0,0,0,0,0,0,25,0,1,Partidos
93,Andrés Andrade Cedeño,pa PAN,DF,Arminia,de Bundesliga,22,1998,11.6,535,441,93,5,1,1,21,88,0,0,0,0,350,1,18,Partidos
94,Benjamin André,fr FRA,CC,Lille,fr Ligue 1,30,1990,30.6,1766,1705,55,44,4,19,19,11,0,0,0,0,1404,6,33,Partidos
95,Fredrik André Bjørkan,no NOR,DF,Hertha BSC,de Bundesliga,22,1998,3.9,166,131,35,3,1,0,5,32,0,0,0,0,133,0,5,Partidos
96,Marcos André,br BRA,"DL,CC",Valencia,es La Liga,24,1996,10.8,184,173,8,0,2,2,3,2,0,0,0,0,122,3,2,Partidos
97,Robert Andrich,de GER,CC,Leverkusen,de Bundesliga,26,1994,20.2,1011,987,18,16,8,1,6,2,0,0,0,0,811,6,9,Partidos
98,José Ángel,es ESP,DF,Osasuna,es La Liga,31,1989,12.0,785,629,154,23,0,32,46,131,0,0,0,0,590,2,9,Partidos
99,Angeliño,es ESP,DF,RB Leipzig,de Bundesliga,24,1997,25.5,1516,1201,304,47,0,6,187,205,52,26,9,0,1082,11,20,Partidos
100,Ebenezer Annan,gh GHA,DF,Bologna,it Serie A,18,2002,0.3,11,8,3,0,0,0,1,3,0,0,0,0,4,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
101,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,34,1986,7.7,407,318,86,8,2,4,57,68,10,4,2,0,285,3,4,Partidos
102,Janis Antiste,fr FRA,DL,Spezia,it Serie A,18,2002,8.8,215,195,19,0,1,0,12,6,0,0,0,0,136,1,6,Partidos
103,Waldemar Anton,de GER,DF,Stuttgart,de Bundesliga,25,1996,28.8,1826,1744,80,45,1,20,11,32,0,0,0,0,1541,2,14,Partidos
104,Josep Antoni Gayá,es ESP,DF,Mallorca,es La Liga,21,2000,0.6,28,26,2,1,0,0,0,0,0,0,0,0,23,0,0,Partidos
105,Michail Antonio,jm JAM,DL,West Ham,eng Premier League,31,1990,33.0,702,675,20,2,4,9,63,16,0,0,0,0,438,7,39,Partidos
106,Christopher Antwi-Adjei,gh GHA,"DL,CC",Bochum,de Bundesliga,27,1994,12.6,253,223,29,1,3,0,29,27,1,0,0,0,153,1,20,Partidos
107,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,23,1998,27.8,1446,1379,64,23,13,10,21,15,10,6,0,0,1243,3,29,Partidos
108,Adil Aouchiche,fr FRA,"CC,DL",Saint-Étienne,fr Ligue 1,19,2002,12.0,614,550,61,18,1,18,68,3,38,14,14,0,457,3,14,Partidos
109,Dennis Appiah,fr FRA,DF,Nantes,fr Ligue 1,29,1992,23.3,1001,856,141,10,1,0,38,131,0,0,0,0,756,4,18,Partidos
110,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,25,1995,29.6,1266,1104,157,88,0,32,116,2,66,28,34,0,933,5,29,Partidos
111,Mattia Aramu,it ITA,"CC,DL",Venezia,it Serie A,26,1995,23.3,795,603,184,43,6,6,144,21,66,33,28,0,524,8,24,Partidos
112,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,32,1989,17.5,1094,1035,53,44,7,13,9,8,1,0,1,0,916,6,27,Partidos
113,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,29,1991,29.1,1555,1509,41,38,0,8,3,3,0,0,0,0,1326,5,8,Partidos
114,Ronald Araújo,uy URU,DF,Barcelona,es La Liga,22,1999,25.2,1662,1566,92,47,0,21,7,44,0,0,0,0,1491,4,6,Partidos
115,Cameron Archer,eng ENG,"DL,CC",Aston Villa,eng Premier League,20,2001,0.3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,0,Partidos
116,Alphonse Areola,fr FRA,PO,West Ham,eng Premier League,28,1993,1.0,40,23,17,3,0,0,0,0,0,0,0,0,21,0,0,Partidos
117,Jesús Areso,es ESP,DF,Osasuna,es La Liga,22,1999,2.1,73,40,33,0,0,0,2,33,0,0,0,0,49,0,0,Partidos
118,Matias Arezo,uy URU,"DL,CC",Granada,es La Liga,18,2002,1.8,38,35,3,1,0,0,4,1,0,0,0,0,18,0,1,Partidos
119,Santiago Arias,co COL,DF,Granada,es La Liga,29,1992,4.9,218,166,50,1,0,0,15,49,0,0,0,0,153,2,2,Partidos
120,Adam Armstrong,eng ENG,DL,Southampton,eng Premier League,24,1997,15.7,324,283,40,0,4,1,18,2,0,0,0,0,229,1,6,Partidos
121,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,29,1992,16.4,744,701,40,3,3,2,35,8,2,0,1,0,590,3,25,Partidos
122,Marko Arnautović,at AUT,DL,Bologna,it Serie A,32,1989,29.9,908,851,51,1,4,1,12,9,0,0,0,0,659,6,24,Partidos
123,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,27,1994,33.3,1869,1602,255,145,5,40,182,7,102,63,33,1,1453,12,21,Partidos
124,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,26,1994,4.0,138,110,28,7,0,0,0,0,0,0,0,0,115,0,0,Partidos
125,Tolgay Arslan,de GER,CC,Udinese,it Serie A,30,1990,18.4,677,649,28,19,2,2,33,1,7,2,5,0,532,0,13,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
126,Arthur,br BRA,DL,Fiorentina,it Serie A,23,1998,8.3,142,126,16,0,1,2,2,0,0,0,0,0,110,0,5,Partidos
127,Santiago Arzamendia,py PAR,CC,Cádiz,es La Liga,23,1998,5.2,170,145,21,4,0,1,18,12,5,3,2,0,105,4,4,Partidos
128,Takuma Asano,jp JPN,"DL,CC",Bochum,de Bundesliga,26,1994,17.9,378,372,5,0,4,2,34,4,0,0,0,0,244,1,24,Partidos
129,Santiago Ascacíbar,ar ARG,CC,Hertha BSC,de Bundesliga,24,1997,26.4,1168,1100,63,55,1,4,2,6,0,0,0,0,959,5,24,Partidos
130,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,32,1989,6.0,228,166,60,4,0,1,0,0,0,0,0,0,185,2,0,Partidos
131,Alejandro Asensio,es ESP,DL,Rayo Vallecano,es La Liga,20,2000,0.1,8,8,0,0,0,1,1,0,0,0,0,0,7,0,0,Partidos
132,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,25,1996,19.2,894,809,80,14,0,14,71,16,45,26,3,0,731,5,24,Partidos
133,Harrison Ashby,sct SCO,DF,West Ham,eng Premier League,19,2001,0.1,7,6,1,0,0,0,0,1,0,0,0,0,7,0,0,Partidos
134,Kristoffer Askildsen,no NOR,CC,Sampdoria,it Serie A,20,2001,8.4,226,215,8,5,0,1,2,2,0,0,0,0,147,3,5,Partidos
135,Fisnik Asllani,xk KVX,"CC,DL",Hoffenheim,de Bundesliga,18,2002,0.1,8,8,0,0,0,0,0,0,0,0,0,0,6,0,0,Partidos
136,Kristjan Asllani,al ALB,CC,Empoli,it Serie A,19,2002,15.0,779,718,60,36,1,6,29,4,19,9,7,0,638,1,7,Partidos
137,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,33,1987,34.3,1371,1266,97,38,11,17,108,18,32,21,5,0,968,8,47,Partidos
138,Lorenz Assignon,tg TOG,DF,Rennes,fr Ligue 1,21,2000,6.8,383,300,81,4,0,0,21,77,0,0,0,0,306,2,13,Partidos
139,Simon Asta,de GER,DF,Greuther Fürth,de Bundesliga,20,2001,8.7,401,308,92,2,0,2,16,90,0,0,0,0,282,1,13,Partidos
140,Youcef Atal,dz ALG,DF,Nice,fr Ligue 1,25,1996,12.7,738,617,120,8,4,2,54,111,1,0,0,0,556,1,17,Partidos
141,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,32,1989,11.5,208,204,2,0,2,0,11,1,0,0,0,0,137,2,9,Partidos
142,Pierre-Emerick Aubameyang,ga GAB,DL,Barcelona,es La Liga,32,1989,12.0,238,218,20,0,2,0,5,0,0,0,0,0,176,0,7,Partidos
143,Emil Audero,it ITA,PO,Sampdoria,it Serie A,24,1997,28.4,1005,698,300,88,0,2,0,0,0,0,0,0,706,7,0,Partidos
144,Tommaso Augello,it ITA,DF,Sampdoria,it Serie A,26,1994,26.6,1368,1094,271,34,1,3,74,233,4,0,0,0,1050,3,48,Partidos
145,Jean-Kévin Augustin,fr FRA,"DL,CC",Nantes,fr Ligue 1,24,1997,0.9,14,12,2,0,0,0,0,0,0,0,0,0,11,0,0,Partidos
146,Ludwig Augustinsson,se SWE,"DF,DL",Sevilla,es La Liga,27,1994,8.8,551,442,107,7,0,3,47,81,19,0,15,1,437,2,10,Partidos
147,Serge Aurier,ci CIV,DF,Villarreal,es La Liga,28,1992,11.2,742,646,94,10,0,2,27,84,0,0,0,0,623,2,12,Partidos
148,Ezequiel Ávila,ar ARG,"DL,CC",Osasuna,es La Liga,27,1994,20.8,556,526,24,6,2,12,79,8,4,2,1,0,307,6,21,Partidos
149,Taiwo Awoniyi,ng NGA,DL,Union Berlin,de Bundesliga,23,1997,24.2,474,458,12,0,5,0,10,2,0,0,0,0,313,4,17,Partidos
150,Ramzi Aya,it ITA,DF,Salernitana,it Serie A,30,1990,1.5,27,20,7,2,0,0,1,5,0,0,0,0,19,0,0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Int.,Balón vivo,Balón muerto,FK,PL,Camb.,Pcz,Lanz.,SE,Dentro,Fuera,Rect.,Cmp,PA,Bloqueos,Partidos
151,Jordan Ayew,gh GHA,DL,Crystal Palace,eng Premier League,29,1991,22.4,754,738,14,3,8,2,74,9,2,0,0,0,576,2,30,Partidos
152,Kaan Ayhan,tr TUR,DF,Sassuolo,it Serie A,26,1994,15.0,871,824,43,37,3,12,2,3,0,0,0,0,790,4,2,Partidos
153,Luke Ayling,eng ENG,DF,Leeds United,eng Premier League,29,1991,25.2,1592,1412,171,36,5,24,31,134,0,0,0,0,1224,9,29,Partidos
154,Karim Azamoum,fr FRA,DF,Troyes,fr Ligue 1,31,1990,4.3,148,139,9,2,0,0,1,7,0,0,0,0,102,0,5,Partidos
155,Sardar Azmoun,ir IRN,"DL,CC",Leverkusen,de Bundesliga,26,1995,4.0,108,103,3,0,3,0,2,0,0,0,0,0,79,2,3,Partidos
156,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,31,1989,23.0,1787,1627,153,25,1,0,47,128,0,0,0,0,1486,7,31,Partidos
157,Iddrisu Baba,gh GHA,CC,Mallorca,es La Liga,25,1996,21.5,779,760,17,16,0,6,5,1,0,0,0,0,617,2,19,Partidos
158,Carlos Bacca,co COL,DL,Granada,es La Liga,34,1986,5.7,99,92,7,0,1,0,4,2,0,0,0,0,62,0,3,Partidos
159,Daniel Bachmann,at AUT,PO,Watford,eng Premier League,27,1994,12.0,364,237,125,38,0,0,0,0,0,0,0,0,216,2,0,Partidos
160,Loïc Bade,fr FRA,DF,Rennes,fr Ligue 1,21,2000,10.9,729,718,10,8,0,4,2,2,0,0,0,0,655,1,1,Partidos
161,Milan Badelj,hr CRO,CC,Genoa,it Serie A,32,1989,31.6,1575,1522,43,39,4,12,10,4,0,0,0,0,1230,10,28,Partidos
