Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Duelos aéreos,Duelos aéreos,Duelos aéreos,Unnamed: 25_level_0
20,Luis Advíncula,pe PER,DF,Rayo Vallecano,es La Liga,28,1990,26.5,6,2,2,48,46,0,54,19,38,2,0,0,131,24,33,42.1,Partidos
21,Martin Agirregabiria,es ESP,DF,Alavés,es La Liga,22,1996,22.6,4,0,0,24,28,0,42,27,29,0,0,0,116,19,27,41.3,Partidos
22,Nayef Aguerd,ma MAR,DF,Dijon,fr Ligue 1,22,1996,11.7,4,1,0,19,8,0,3,14,12,0,1,0,58,41,23,64.1,Partidos
23,Sergio Agüero,ar ARG,DL,Manchester City,eng Premier League,30,1988,27.3,4,0,0,21,25,26,13,9,9,0,0,0,70,17,22,43.6,Partidos
24,Ruben Aguilar,fr FRA,DF,Montpellier,fr Ligue 1,25,1993,28.1,8,0,0,37,40,1,115,37,51,0,1,0,185,28,32,46.7,Partidos
25,Juan Aguilera,es ESP,CC,Huesca,es La Liga,32,1985,3.8,1,0,0,3,6,0,2,4,2,0,0,0,27,4,4,50.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
26,Emmanuel Agyemang-Badu,gh GHA,CC,Udinese,it Serie A,27,1990,1.8,0,0,0,2,4,0,2,1,0,0,0,0,6,4,4,50.0,Partidos
27,Jean-Eudes Aholou,ci CIV,CC,Monaco,fr Ligue 1,24,1994,11.9,2,0,0,26,17,0,5,17,11,0,0,0,79,22,25,46.8,Partidos
28,Antonis Aidonis,de GER,DF,Stuttgart,de Bundesliga,17,2001,0.9,1,0,0,1,0,0,6,2,1,0,0,0,4,2,4,33.3,Partidos
29,Ola Aina,ng NGA,DF,Torino,it Serie A,21,1996,24.0,5,1,0,31,38,4,63,39,36,0,0,0,167,41,29,58.6,Partidos
30,Youssef Aït Bennasser,ma MAR,CC,Saint-Étienne,fr Ligue 1,22,1996,10.4,0,0,0,10,10,0,4,19,13,0,0,0,74,7,10,41.2,Partidos
31,Youssef Aït Bennasser,ma MAR,CC,Monaco,fr Ligue 1,22,1996,11.9,2,0,0,11,11,0,2,15,16,0,0,0,119,7,10,41.2,Partidos
32,Rayan Aït Nouri,dz ALG,"DF,CC",Angers,fr Ligue 1,17,2001,0.6,1,0,0,1,1,0,0,0,2,0,1,0,2,0,2,0.0,Partidos
33,Ludovic Ajorque,fr FRA,DL,Strasbourg,fr Ligue 1,24,1994,17.0,5,0,0,45,16,2,5,5,13,1,0,0,32,104,60,63.4,Partidos
34,Manuel Akanji,ch SUI,DF,Dortmund,de Bundesliga,23,1995,24.5,1,0,0,13,17,0,2,27,19,0,0,0,121,44,37,54.3,Partidos
35,Carlos Akapo,gq EQG,DF,Huesca,es La Liga,25,1993,11.4,2,0,0,16,13,0,7,23,15,0,0,0,54,20,14,58.8,Partidos
36,Nathan Aké,nl NED,DF,Bournemouth,eng Premier League,23,1995,37.9,3,0,0,28,21,2,6,32,35,1,1,0,182,86,66,56.6,Partidos
37,Sergio Akieme,es ESP,DF,Rayo Vallecano,es La Liga,20,1997,2.0,0,0,0,2,2,0,8,1,3,0,0,1,8,1,5,16.7,Partidos
38,Chadrac Akolo,cd COD,"CC,DL",Stuttgart,de Bundesliga,23,1995,5.8,0,0,0,8,15,1,8,4,6,0,0,0,31,6,17,26.1,Partidos
39,Kevin Akpoguma,ng NGA,DF,Hoffenheim,de Bundesliga,23,1995,5.5,2,0,0,6,10,0,0,12,15,0,0,0,31,5,7,41.7,Partidos
40,Kevin Akpoguma,ng NGA,DF,Hannover 96,de Bundesliga,23,1995,3.5,2,0,0,4,2,0,0,10,6,0,1,0,14,6,5,54.5,Partidos
41,David Alaba,at AUT,DF,Bayern Munich,de Bundesliga,26,1992,28.1,4,0,0,13,11,5,115,31,21,0,0,0,148,24,22,52.2,Partidos
42,Sofiane Alakouch,ma MAR,DF,Nîmes,fr Ligue 1,20,1998,21.1,4,0,0,29,32,0,40,46,44,0,0,0,93,18,26,40.9,Partidos
43,Lucas Alario,ar ARG,"DL,CC",Leverkusen,de Bundesliga,25,1992,14.1,1,0,0,23,24,14,5,1,8,0,0,0,37,40,72,35.7,Partidos
44,Jordi Alba,es ESP,DF,Barcelona,es La Liga,29,1989,33.2,6,0,0,25,19,9,52,60,22,1,0,0,208,16,37,30.2,Partidos
45,Luis Alberto,es ESP,"CC,DL",Lazio,it Serie A,25,1992,22.1,5,1,0,23,24,3,171,10,22,0,0,0,117,14,21,40.0,Partidos
46,Raúl Albiol,es ESP,DF,Napoli,it Serie A,32,1985,19.0,4,0,0,10,7,0,3,20,8,0,1,0,102,46,33,58.2,Partidos
47,Miiko Albornoz,cl CHI,"DF,CC",Hannover 96,de Bundesliga,27,1990,18.4,3,1,0,34,37,1,57,16,26,0,1,0,94,8,24,25.0,Partidos
48,Marc Albrighton,eng ENG,"DL,CC",Leicester City,eng Premier League,28,1989,18.1,3,0,0,10,20,2,125,23,22,0,0,0,141,15,18,45.5,Partidos
49,Paco Alcácer,es ESP,DL,Dortmund,de Bundesliga,24,1993,13.5,0,0,0,5,7,9,3,6,1,0,0,0,26,12,33,26.7,Partidos
50,Pedro Alcalá,es ESP,DF,Girona,es La Liga,29,1989,20.8,9,0,0,21,13,2,3,36,23,0,0,0,106,84,46,64.6,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
51,Thiago Alcántara,es ESP,CC,Bayern Munich,de Bundesliga,27,1991,26.8,5,0,0,52,34,0,69,44,65,0,1,0,266,34,38,47.2,Partidos
52,Rubén Alcaraz,es ESP,CC,Valladolid,es La Liga,27,1991,33.1,13,0,0,69,109,1,39,38,54,0,0,0,268,49,66,42.6,Partidos
53,Toby Alderweireld,be BEL,DF,Tottenham,eng Premier League,29,1989,32.5,3,0,0,10,1,1,6,24,23,0,0,1,193,54,47,53.5,Partidos
54,Álex Alegría,es ESP,"DL,CC",Rayo Vallecano,es La Liga,25,1992,1.6,0,0,0,7,4,3,0,0,1,0,0,0,4,6,8,42.9,Partidos
55,Alexis Alegue,fr FRA,DL,Nantes,fr Ligue 1,21,1996,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
56,Iván Alejo,es ESP,CC,Getafe,es La Liga,23,1995,1.6,2,1,0,10,7,0,7,0,0,0,0,0,5,3,3,50.0,Partidos
57,Carles Aleñá,es ESP,CC,Barcelona,es La Liga,20,1998,7.1,2,0,0,9,14,1,3,2,4,0,0,0,38,5,4,55.6,Partidos
58,Rúnar Alex Rúnarsson,is ISL,PO,Dijon,fr Ligue 1,23,1995,25.0,0,0,0,0,4,0,0,1,0,0,0,0,33,10,0,100.0,Partidos
59,Alexander,ar ARG,DL,Leganés,es La Liga,29,1988,0.1,0,0,0,1,0,0,3,0,0,0,0,0,2,0,0,,Partidos
60,Trent Alexander-Arnold,eng ENG,DF,Liverpool,eng Premier League,19,1998,27.4,3,0,0,14,7,4,201,35,39,0,0,0,169,9,23,28.1,Partidos
61,Rachid Alioui,ma MAR,DL,Nîmes,fr Ligue 1,26,1992,13.9,1,0,0,11,11,5,19,10,5,0,0,0,40,42,67,38.5,Partidos
62,Alisson,br BRA,PO,Liverpool,eng Premier League,25,1992,38.0,1,0,0,0,1,0,0,1,1,0,0,0,70,11,1,91.7,Partidos
63,Bobby Allain,fr FRA,PO,Dijon,fr Ligue 1,26,1991,13.0,1,0,0,1,6,0,0,0,0,0,1,0,14,9,3,75.0,Partidos
64,Allan,br BRA,CC,Napoli,it Serie A,27,1991,29.1,10,0,0,50,62,0,14,36,70,0,0,0,275,13,16,44.8,Partidos
65,Allan,br BRA,CC,Eint Frankfurt,de Bundesliga,21,1997,2.0,1,0,0,5,5,0,3,0,4,0,0,0,10,1,3,25.0,Partidos
66,Dele Alli,eng ENG,CC,Tottenham,eng Premier League,22,1996,20.3,4,0,0,23,20,3,10,19,19,0,0,0,124,20,20,50.0,Partidos
67,Miguel Almirón,py PAR,CC,Newcastle Utd,eng Premier League,24,1994,8.4,0,0,0,6,17,4,21,8,12,0,0,0,61,1,9,10.0,Partidos
68,Júnior Alonso,py PAR,"DF,CC",Celta Vigo,es La Liga,25,1993,6.0,2,0,0,6,2,1,12,5,9,0,0,0,33,18,7,72.0,Partidos
69,Marcos Alonso,es ESP,DF,Chelsea,eng Premier League,27,1990,30.7,6,0,0,28,37,2,98,39,46,2,1,0,212,66,54,55.0,Partidos
70,Mickaël Alphonse,gp GLP,DF,Dijon,fr Ligue 1,29,1989,6.3,0,0,0,9,10,0,22,9,5,0,0,0,27,14,3,82.4,Partidos
71,Sergio Álvarez,es ESP,"DF,CC",Eibar,es La Liga,26,1992,11.9,1,0,0,19,6,1,0,17,25,0,0,0,76,35,20,63.6,Partidos
72,Sergio Álvarez,es ESP,PO,Celta Vigo,es La Liga,31,1986,13.0,1,0,0,1,0,0,0,0,0,0,1,0,18,4,0,100.0,Partidos
73,Yeray Álvarez,es ESP,DF,Athletic Club,es La Liga,23,1995,29.0,10,0,0,31,24,0,4,63,30,0,0,0,138,93,66,58.5,Partidos
74,Bruno Alves,pt POR,DF,Parma,it Serie A,36,1981,32.5,9,1,1,31,12,0,17,29,8,0,1,1,129,102,38,72.9,Partidos
75,Dani Alves,br BRA,"CC,DF",Paris S-G,fr Ligue 1,35,1983,18.0,4,0,0,43,23,4,61,8,22,0,0,1,121,11,18,37.9,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
76,Alfons Amade,de GER,CC,Hoffenheim,de Bundesliga,18,1999,0.1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,100.0,Partidos
77,Ibrahim Amadou,fr FRA,"CC,DF",Sevilla,es La Liga,25,1993,8.5,2,0,0,12,10,1,6,11,20,0,0,0,45,24,16,60.0,Partidos
78,Romain Amalfitano,fr FRA,"CC,DL",Dijon,fr Ligue 1,28,1989,28.0,3,1,0,42,29,1,25,47,33,0,0,0,154,13,35,27.1,Partidos
79,Daniel Amartey,gh GHA,DF,Leicester City,eng Premier League,23,1994,7.1,2,0,0,6,1,1,3,17,12,0,1,0,58,14,9,60.9,Partidos
80,Jordi Amat,id IDN,DF,Rayo Vallecano,es La Liga,26,1992,30.7,9,0,0,47,9,1,0,43,31,0,2,0,147,48,48,50.0,Partidos
81,Amath,sn SEN,CC,Getafe,es La Liga,22,1996,11.1,4,0,0,27,21,3,11,10,13,0,0,0,55,12,22,35.3,Partidos
82,Jordan Amavi,fr FRA,DF,Marseille,fr Ligue 1,24,1994,24.2,7,2,0,46,33,1,82,46,50,0,1,0,110,71,31,69.6,Partidos
83,Kelvin Amian,fr FRA,DF,Toulouse,fr Ligue 1,20,1998,32.0,6,0,0,38,11,3,21,36,45,0,1,0,148,47,49,49.0,Partidos
84,Nadiem Amiri,de GER,CC,Hoffenheim,de Bundesliga,21,1996,8.4,1,0,0,14,14,0,11,7,9,0,0,0,44,3,8,27.3,Partidos
85,Yanis Ammour,fr FRA,CC,Montpellier,fr Ligue 1,19,1999,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Partidos
86,Luke Amos,eng ENG,CC,Tottenham,eng Premier League,21,1997,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,50.0,Partidos
87,Joachim Andersen,dk DEN,DF,Sampdoria,it Serie A,22,1996,32.0,7,0,0,31,13,0,1,35,27,0,2,0,159,74,60,55.2,Partidos
88,Felipe Anderson,br BRA,"CC,DL",West Ham,eng Premier League,25,1993,33.8,3,0,0,27,52,5,122,41,49,0,1,0,227,9,26,25.7,Partidos
89,Florin Andone,ro ROU,DL,Brighton,eng Premier League,25,1993,9.8,5,0,0,28,20,4,5,3,2,0,0,0,42,36,73,33.0,Partidos
90,Benjamin André,fr FRA,CC,Rennes,fr Ligue 1,27,1990,27.7,8,1,1,59,48,5,13,54,60,1,0,0,218,141,98,59.0,Partidos
91,Marco Andreolli,it ITA,DF,Cagliari,it Serie A,32,1986,1.2,1,0,0,4,0,0,0,1,1,0,1,0,1,6,1,85.7,Partidos
92,Marco Andreolli,it ITA,DF,Chievo,it Serie A,32,1986,7.2,2,0,0,7,3,1,0,6,6,0,1,0,27,22,12,64.7,Partidos
93,Yoann Andreu,fr FRA,DF,Angers,fr Ligue 1,29,1989,0.0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,100.0,Partidos
94,José Ángel,es ESP,DF,Eibar,es La Liga,28,1989,33.6,10,0,0,22,17,1,260,41,46,0,1,0,234,49,34,59.0,Partidos
95,Miguel Ángel Moyá,es ESP,PO,Real Sociedad,es La Liga,34,1984,11.0,1,0,0,0,1,0,0,1,1,0,0,0,18,4,0,100.0,Partidos
96,Cristian Ansaldi,ar ARG,"DF,CC",Torino,it Serie A,31,1986,20.1,3,0,0,22,32,2,147,15,26,0,0,0,114,3,16,15.8,Partidos
97,Mirco Antenucci,it ITA,DL,SPAL,it Serie A,33,1984,23.7,0,0,0,29,37,17,29,5,9,0,0,0,54,34,41,45.3,Partidos
98,Waldemar Anton,de GER,DF,Hannover 96,de Bundesliga,22,1996,34.0,4,0,0,25,19,0,5,69,32,0,1,1,215,83,73,53.2,Partidos
99,Luca Antonelli,it ITA,DF,Empoli,it Serie A,31,1987,8.4,1,0,0,10,22,3,8,16,11,0,0,0,46,10,9,52.6,Partidos
100,Mauro Antonio Burruchaga,ar ARG,CC,Chievo,it Serie A,20,1998,0.6,0,0,0,1,0,0,0,0,2,0,0,0,6,1,1,50.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
101,Michail Antonio,jm JAM,"CC,DL",West Ham,eng Premier League,28,1990,23.4,3,0,0,34,44,10,50,18,14,2,0,0,114,79,103,43.4,Partidos
102,Antoñito,es ESP,"DF,CC",Valladolid,es La Liga,30,1987,20.7,5,0,0,29,12,5,93,18,21,0,0,0,84,12,23,34.3,Partidos
103,Vitorino Antunes,pt POR,"DF,CC",Getafe,es La Liga,31,1987,24.2,5,0,0,37,20,1,141,43,26,0,0,0,151,21,37,36.2,Partidos
104,Anuar,ma MAR,"CC,DL",Valladolid,es La Liga,23,1995,12.0,6,0,0,29,15,4,2,11,19,0,0,0,53,26,32,44.8,Partidos
105,Dennis Aogo,de GER,CC,Stuttgart,de Bundesliga,31,1987,11.4,1,0,0,9,6,2,52,9,10,0,0,0,63,11,4,73.3,Partidos
106,Houssem Aouar,dz ALG,CC,Lyon,fr Ligue 1,20,1998,34.0,2,0,0,30,53,11,7,32,38,2,0,0,218,17,33,34.0,Partidos
107,Emmanuel Apeh,ng NGA,"DL,CC",Celta Vigo,es La Liga,21,1996,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
108,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,22,1995,29.7,8,0,0,65,57,1,24,30,33,1,1,1,166,53,44,54.6,Partidos
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,21,1997,7.0,3,0,0,5,8,0,19,9,6,0,0,0,35,3,3,50.0,Partidos
110,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,29,1989,21.0,3,0,0,27,32,0,24,25,30,0,0,0,160,12,11,52.2,Partidos
111,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,22,1996,8.7,2,1,0,22,8,1,30,3,17,0,0,0,35,1,11,8.3,Partidos
112,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,29.8,3,1,1,15,4,1,2,35,22,0,1,0,127,70,46,60.3,Partidos
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,21.7,6,1,1,14,5,0,8,46,24,0,0,0,151,59,41,59.0,Partidos
114,Joaquín Ardaiz,uy URU,DL,Frosinone,it Serie A,19,1999,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,50.0,Partidos
115,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,25,1993,21.0,1,0,0,0,1,0,0,0,1,0,0,0,27,2,1,66.7,Partidos
116,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,19.7,4,0,0,21,32,2,51,34,32,0,0,0,99,41,34,54.7,Partidos
117,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,18.7,2,0,0,15,22,1,1,14,14,0,0,1,62,47,29,61.8,Partidos
118,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,0.4,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0.0,Partidos
119,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20,1998,20.6,5,1,1,19,15,1,71,21,21,0,1,0,87,26,27,49.1,Partidos
120,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,26,1992,15.9,2,0,0,20,21,3,25,12,20,0,1,0,79,17,22,43.6,Partidos
121,José Arnaiz,es ESP,"CC,DL",Leganés,es La Liga,23,1995,1.3,0,0,0,1,4,0,2,2,1,0,0,0,5,4,1,80.0,Partidos
122,Marko Arnautović,at AUT,DL,West Ham,eng Premier League,29,1989,22.1,3,0,0,30,12,21,18,3,5,0,1,0,48,22,24,47.8,Partidos
123,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,24,1994,31.9,7,0,0,45,81,2,134,35,30,1,0,0,207,25,44,36.2,Partidos
124,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,23,1994,36.0,2,0,0,0,4,0,0,0,1,0,0,0,57,7,0,100.0,Partidos
125,Harry Arter,ie IRL,CC,Cardiff City,eng Premier League,28,1989,22.2,10,0,0,25,14,2,17,21,37,0,0,0,128,6,14,30.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
126,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,29.7,6,0,0,27,69,0,74,40,26,0,0,0,206,19,22,46.3,Partidos
127,Takuma Asano,jp JPN,"CC,DL",Hannover 96,de Bundesliga,23,1994,7.8,0,0,0,5,14,5,9,2,3,0,0,0,25,5,22,18.5,Partidos
128,Santiago Ascacíbar,ar ARG,CC,Stuttgart,de Bundesliga,21,1997,27.0,10,1,0,24,33,0,11,43,50,0,0,1,190,28,39,41.8,Partidos
129,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,29,1989,32.0,0,0,0,0,3,0,0,3,0,0,0,0,37,7,2,77.8,Partidos
130,Marco Asensio,es ESP,DL,Real Madrid,es La Liga,22,1996,19.8,3,0,0,18,21,8,78,14,8,3,0,0,76,4,14,22.2,Partidos
131,Iago Aspas,es ESP,"DL,CC",Celta Vigo,es La Liga,30,1987,25.0,5,0,0,16,43,7,32,16,11,1,0,0,97,24,43,35.8,Partidos
132,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1.0,1,0,0,1,0,0,1,3,3,0,0,0,4,2,1,66.7,Partidos
133,Youcef Atal,dz ALG,"DF,DL",Nice,fr Ligue 1,22,1996,25.1,8,0,0,42,58,9,72,56,44,3,0,0,145,44,41,51.8,Partidos
134,Christian Atsu,gh GHA,CC,Newcastle Utd,eng Premier League,26,1992,16.6,2,0,0,13,25,4,42,7,15,0,0,0,86,10,58,14.7,Partidos
135,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,29,1989,30.3,0,0,0,13,23,23,43,8,17,1,0,0,66,32,83,27.8,Partidos
136,Emil Audero,it ITA,PO,Sampdoria,it Serie A,21,1997,36.0,4,0,0,2,5,0,0,1,3,0,2,0,63,9,0,100.0,Partidos
137,Jean-Kévin Augustin,fr FRA,DL,RB Leipzig,de Bundesliga,21,1997,5.1,0,0,0,11,16,5,2,3,0,0,0,0,16,1,15,6.3,Partidos
138,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,33.6,5,0,0,42,26,2,129,38,31,0,1,0,170,63,68,48.1,Partidos
139,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,6.3,1,0,0,17,2,1,24,7,12,0,0,0,31,12,13,48.0,Partidos
140,Charlie Austin,eng ENG,DL,Southampton,eng Premier League,29,1989,10.9,1,0,0,14,18,9,0,2,7,0,0,0,28,42,80,34.4,Partidos
141,Ezequiel Ávila,ar ARG,"DL,CC",Huesca,es La Liga,24,1994,22.2,12,1,1,38,46,10,40,13,10,0,0,0,75,68,69,49.6,Partidos
142,Jordan Ayew,gh GHA,DL,Crystal Palace,eng Premier League,26,1991,13.1,3,0,0,31,25,9,15,7,23,0,0,0,41,32,89,26.4,Partidos
143,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,27.2,10,0,0,25,16,2,4,59,29,0,2,0,156,44,29,60.3,Partidos
144,Floyd Ayité,tg TOG,"DL,CC",Fulham,eng Premier League,29,1988,5.3,0,0,0,6,7,4,6,7,4,0,0,0,37,6,7,46.2,Partidos
145,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,37.8,4,0,0,39,16,2,118,43,60,1,1,0,201,68,50,57.6,Partidos
146,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,23.4,4,2,0,24,13,1,1,29,33,0,3,0,154,68,30,69.4,Partidos
147,Florian Baak,de GER,CC,Hertha BSC,de Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Partidos
148,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,1.4,0,0,0,0,2,0,1,2,3,0,0,0,15,0,1,0.0,Partidos
149,Khouma Babacar,sn SEN,DL,Sassuolo,it Serie A,25,1993,16.5,0,0,0,30,20,10,3,3,3,1,1,0,37,31,38,44.9,Partidos
150,Ryan Babel,nl NED,"DL,CC",Fulham,eng Premier League,31,1986,13.9,3,0,0,14,16,9,38,6,4,0,0,0,48,15,19,44.1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,TA,TR,2a amarilla,Fls,FR,PA,Pcz,Int,TklG,Penal ejecutado,Penal concedido,GC,Recup.,Ganados,Perdidos,% de ganados,Partidos
151,Carlos Bacca,co COL,DL,Villarreal,es La Liga,31,1986,14.1,3,0,0,19,9,15,6,8,2,1,0,0,30,21,24,46.7,Partidos
152,Juninho Bacuna,cw CUW,"CC,DF",Huddersfield,eng Premier League,20,1997,15.7,4,0,0,33,22,1,34,24,29,0,1,0,121,17,21,44.7,Partidos
153,Leandro Bacuna,cw CUW,CC,Cardiff City,eng Premier League,26,1991,6.2,2,0,0,13,3,0,7,15,10,0,0,0,39,7,10,41.2,Partidos
154,Milan Badelj,hr CRO,CC,Lazio,it Serie A,29,1989,12.7,6,0,0,25,15,0,17,33,20,0,0,1,90,16,13,55.2,Partidos
