RL2018-2019,Jugador2018-2019,País2018-2019,Posc2018-2019,Equipo2018-2019,Comp2018-2019,Edad2018-2019,Nacimiento2018-2019,PJ2018-2019,Titular2018-2019,Mín2018-2019,90 s2018-2019,Gls.2018-2019,Ass2018-2019,G+A2018-2019,G-TP2018-2019,TP2018-2019,TPint2018-2019,TA2018-2019,TR2018-2019,xG2018-2019,npxG2018-2019,xAG2018-2019,npxG+xAG2018-2019,PrgC2018-2019,PrgP2018-2019,PrgR2018-2019,Gls..12018-2019,Ast2018-2019,G+A.12018-2019,G-TP.12018-2019,G+A-TP2018-2019,xG.12018-2019,xAG.12018-2019,xG+xAG2018-2019,npxG.12018-2019,npxG+xAG.12018-2019
110,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,29,1989,24,22,1891,21.0,2,7,9,2,0,0,3,0,1.4,1.4,3.4,4.8,27,207,63,0.1,0.33,0.43,0.1,0.43,0.07,0.16,0.23,0.07,0.23
111,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,22,1996,25,6,781,8.7,3,2,5,3,0,0,2,1,2.1,2.1,0.9,3.0,30,43,45,0.35,0.23,0.58,0.35,0.58,0.24,0.1,0.35,0.24,0.35
112,Néstor Araujo,mx MEX,DF,Celta Vigo,es La Liga,26,1991,32,30,2682,29.8,3,0,3,3,0,0,3,1,1.3,1.3,0.3,1.6,4,61,5,0.1,0.0,0.1,0.1,0.1,0.04,0.01,0.05,0.04,0.05
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,31,1987,25,22,1950,21.7,1,2,3,1,0,0,6,1,0.9,0.9,1.1,1.9,26,109,7,0.05,0.09,0.14,0.05,0.14,0.04,0.05,0.09,0.04,0.09
114,Joaquín Ardaiz,uy URU,DL,Frosinone,it Serie A,19,1999,1,0,20,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
115,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,25,1993,21,21,1890,21.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
116,Santiago Arias,co COL,DF,Atlético Madrid,es La Liga,26,1992,25,20,1772,19.7,1,1,2,1,0,0,4,0,0.4,0.4,1.3,1.8,39,84,113,0.05,0.05,0.1,0.05,0.1,0.02,0.07,0.09,0.02,0.09
117,Lorenzo Ariaudo,it ITA,DF,Frosinone,it Serie A,29,1989,19,19,1682,18.7,0,0,0,0,0,0,2,0,0.9,0.9,0.3,1.2,9,36,1,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06
118,Nicolò Armini,it ITA,DF,Lazio,it Serie A,17,2001,1,0,38,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
119,Yoël Armougom,fr FRA,DF,Caen,fr Ligue 1,20,1998,29,20,1853,20.6,0,1,1,0,0,0,5,1,0.3,0.3,1.7,2.0,45,67,49,0.0,0.05,0.05,0.0,0.05,0.01,0.08,0.1,0.01,0.1
120,Stuart Armstrong,sct SCO,CC,Southampton,eng Premier League,26,1992,29,16,1432,15.9,3,2,5,3,0,0,2,0,2.0,2.0,1.5,3.4,40,86,90,0.19,0.13,0.31,0.19,0.31,0.12,0.09,0.22,0.12,0.22
121,José Arnaiz,es ESP,"CC,DL",Leganés,es La Liga,23,1995,6,0,113,1.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.1,4,2,13,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.1,0.05,0.1
122,Marko Arnautović,at AUT,DL,West Ham,eng Premier League,29,1989,28,24,1990,22.1,10,4,14,9,1,1,3,0,8.9,8.1,4.4,12.5,38,43,195,0.45,0.18,0.63,0.41,0.59,0.4,0.2,0.6,0.37,0.56
123,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,24,1994,33,33,2872,31.9,2,6,8,2,0,0,7,0,2.7,2.7,4.3,7.0,41,141,83,0.06,0.19,0.25,0.06,0.25,0.09,0.13,0.22,0.09,0.22
124,Kepa Arrizabalaga,es ESP,PO,Chelsea,eng Premier League,23,1994,36,36,3240,36.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
125,Harry Arter,ie IRL,CC,Cardiff City,eng Premier League,28,1989,25,24,1997,22.2,0,1,1,0,0,0,10,0,0.9,0.9,0.5,1.4,13,73,23,0.0,0.05,0.05,0.0,0.05,0.04,0.02,0.06,0.04,0.06
126,Kwadwo Asamoah,gh GHA,DF,Inter,it Serie A,29,1988,32,30,2671,29.7,0,1,1,0,0,0,6,0,0.2,0.2,1.8,2.1,90,189,153,0.0,0.03,0.03,0.0,0.03,0.01,0.06,0.07,0.01,0.07
127,Takuma Asano,jp JPN,"CC,DL",Hannover 96,de Bundesliga,23,1994,13,9,699,7.8,0,0,0,0,0,0,0,0,1.6,1.6,0.4,2.0,21,14,59,0.0,0.0,0.0,0.0,0.0,0.2,0.05,0.25,0.2,0.25
128,Santiago Ascacíbar,ar ARG,CC,Stuttgart,de Bundesliga,21,1997,27,27,2428,27.0,0,0,0,0,0,0,10,1,1.3,1.3,0.5,1.9,27,100,28,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.07,0.05,0.07
129,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,29,1989,32,32,2880,32.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
130,Marco Asensio,es ESP,DL,Real Madrid,es La Liga,22,1996,30,19,1779,19.8,1,4,5,1,0,0,3,0,4.1,4.1,5.0,9.1,116,95,228,0.05,0.2,0.25,0.05,0.25,0.21,0.25,0.46,0.21,0.46
131,Iago Aspas,es ESP,"DL,CC",Celta Vigo,es La Liga,30,1987,27,26,2251,25.0,20,6,26,15,5,5,5,0,11.9,7.9,6.7,14.6,81,89,201,0.8,0.24,1.04,0.6,0.84,0.48,0.27,0.74,0.32,0.58
132,Simon Asta,de GER,DF,Augsburg,de Bundesliga,17,2001,1,1,90,1.0,0,0,0,0,0,0,1,0,0.1,0.1,0.0,0.1,2,2,3,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
133,Youcef Atal,dz ALG,"DF,DL",Nice,fr Ligue 1,22,1996,29,25,2263,25.1,6,0,6,6,0,1,8,0,4.6,3.9,2.6,6.5,137,86,275,0.24,0.0,0.24,0.24,0.24,0.18,0.1,0.29,0.15,0.26
134,Christian Atsu,gh GHA,CC,Newcastle Utd,eng Premier League,26,1992,28,15,1493,16.6,1,0,1,1,0,0,2,0,2.1,2.1,1.6,3.7,48,31,72,0.06,0.0,0.06,0.06,0.06,0.13,0.09,0.22,0.13,0.22
135,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,29,1989,36,30,2726,30.3,22,5,27,18,4,5,0,0,22.6,18.5,4.2,22.7,82,70,228,0.73,0.17,0.89,0.59,0.76,0.74,0.14,0.88,0.61,0.75
136,Emil Audero,it ITA,PO,Sampdoria,it Serie A,21,1997,36,36,3240,36.0,0,0,0,0,0,0,4,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Jean-Kévin Augustin,fr FRA,DL,RB Leipzig,de Bundesliga,21,1997,17,4,461,5.1,3,0,3,3,0,0,0,0,2.8,2.8,0.8,3.6,18,3,50,0.59,0.0,0.59,0.59,0.59,0.56,0.15,0.71,0.56,0.71
138,Ludwig Augustinsson,se SWE,DF,Werder Bremen,de Bundesliga,24,1994,34,34,3026,33.6,1,4,5,1,0,0,5,0,1.5,1.5,2.2,3.7,83,154,226,0.03,0.12,0.15,0.03,0.15,0.04,0.07,0.11,0.04,0.11
139,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,25,1992,8,6,564,6.3,0,2,2,0,0,0,1,0,0.1,0.1,1.0,1.1,11,26,29,0.0,0.32,0.32,0.0,0.32,0.02,0.16,0.18,0.02,0.18
140,Charlie Austin,eng ENG,DL,Southampton,eng Premier League,29,1989,25,11,983,10.9,2,2,4,2,0,1,1,0,3.6,3.3,0.9,4.1,6,5,44,0.18,0.18,0.37,0.18,0.37,0.33,0.08,0.41,0.3,0.38
141,Ezequiel Ávila,ar ARG,"DL,CC",Huesca,es La Liga,24,1994,34,20,1997,22.2,10,2,12,9,1,1,12,1,6.8,6.1,3.6,9.7,55,78,131,0.45,0.09,0.54,0.41,0.5,0.31,0.16,0.47,0.27,0.44
142,Jordan Ayew,gh GHA,DL,Crystal Palace,eng Premier League,26,1991,20,14,1181,13.1,1,2,3,1,0,0,3,0,2.9,2.9,1.2,4.0,31,19,90,0.08,0.15,0.23,0.08,0.23,0.22,0.09,0.31,0.22,0.31
143,Kaan Ayhan,tr TUR,DF,Düsseldorf,de Bundesliga,23,1994,28,28,2449,27.2,4,1,5,4,0,0,10,0,2.3,2.3,0.4,2.7,31,96,12,0.15,0.04,0.18,0.15,0.18,0.08,0.02,0.1,0.08,0.1
144,Floyd Ayité,tg TOG,"DL,CC",Fulham,eng Premier League,29,1988,16,3,476,5.3,1,0,1,1,0,0,0,0,0.4,0.4,0.5,0.9,14,23,44,0.19,0.0,0.19,0.19,0.19,0.07,0.1,0.17,0.07,0.17
145,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,28,1989,38,38,3402,37.8,1,5,6,1,0,0,4,0,1.2,1.2,2.4,3.6,46,160,205,0.03,0.13,0.16,0.03,0.16,0.03,0.06,0.1,0.03,0.1
146,Abdoulaye Ba,sn SEN,DF,Rayo Vallecano,es La Liga,27,1991,26,25,2110,23.4,1,0,1,1,0,0,4,2,1.3,1.3,0.1,1.4,5,44,3,0.04,0.0,0.04,0.04,0.04,0.05,0.0,0.06,0.05,0.06
147,Florian Baak,de GER,CC,Hertha BSC,de Bundesliga,19,1999,1,0,1,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
148,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,32,1986,2,1,126,1.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,5,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Khouma Babacar,sn SEN,DL,Sassuolo,it Serie A,25,1993,29,16,1488,16.5,7,2,9,5,2,2,0,0,7.6,6.1,0.9,6.9,15,24,97,0.42,0.12,0.54,0.3,0.42,0.46,0.05,0.51,0.37,0.42
150,Ryan Babel,nl NED,"DL,CC",Fulham,eng Premier League,31,1986,16,15,1251,13.9,5,3,8,5,0,0,3,0,5.7,5.7,2.2,7.9,42,40,109,0.36,0.22,0.58,0.36,0.58,0.41,0.16,0.57,0.41,0.57
151,Carlos Bacca,co COL,DL,Villarreal,es La Liga,31,1986,33,12,1270,14.1,6,1,7,5,1,1,3,0,4.6,3.8,1.6,5.5,21,24,89,0.43,0.07,0.5,0.35,0.43,0.33,0.12,0.44,0.27,0.39
152,Juninho Bacuna,cw CUW,"CC,DF",Huddersfield,eng Premier League,20,1997,21,16,1412,15.7,1,0,1,1,0,0,4,0,0.7,0.7,1.4,2.1,24,95,30,0.06,0.0,0.06,0.06,0.06,0.04,0.09,0.14,0.04,0.14
153,Leandro Bacuna,cw CUW,CC,Cardiff City,eng Premier League,26,1991,11,4,561,6.2,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,11,16,5,0.0,0.0,0.0,0.0,0.0,0.02,0.01,0.03,0.02,0.03
154,Milan Badelj,hr CRO,CC,Lazio,it Serie A,29,1989,23,14,1141,12.7,1,0,1,1,0,0,6,0,0.8,0.8,0.5,1.2,19,101,12,0.08,0.0,0.08,0.08,0.08,0.06,0.04,0.1,0.06,0.1
155,Benoît Badiashile,fr FRA,DF,Monaco,fr Ligue 1,17,2001,20,20,1762,19.6,1,0,1,1,0,0,4,0,0.8,0.8,0.1,0.9,18,93,2,0.05,0.0,0.05,0.05,0.05,0.04,0.0,0.04,0.04,0.04
156,Holger Badstuber,de GER,DF,Stuttgart,de Bundesliga,29,1989,10,5,522,5.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,13,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
157,Stéphane Bahoken,cm CMR,DL,Angers,fr Ligue 1,26,1992,32,31,2469,27.4,11,1,12,9,2,3,3,0,9.5,7.1,2.7,9.8,31,32,173,0.4,0.04,0.44,0.33,0.36,0.35,0.1,0.44,0.26,0.36
158,Daniel Baier,de GER,CC,Augsburg,de Bundesliga,34,1984,33,33,2815,31.3,0,1,1,0,0,0,7,0,0.9,0.9,1.2,2.1,50,187,34,0.0,0.03,0.03,0.0,0.03,0.03,0.04,0.07,0.03,0.07
159,Leon Bailey,jm JAM,DL,Leverkusen,de Bundesliga,20,1997,29,21,1914,21.3,5,1,6,5,0,0,4,0,5.0,5.0,4.4,9.5,102,72,240,0.24,0.05,0.28,0.24,0.28,0.24,0.21,0.44,0.24,0.44
160,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,24,1994,12,8,638,7.1,0,0,0,0,0,0,0,1,0.2,0.2,0.0,0.2,3,13,2,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03
161,Leighton Baines,eng ENG,DF,Everton,eng Premier League,33,1984,6,5,375,4.2,0,0,0,0,0,0,0,0,0.1,0.1,0.2,0.3,6,17,13,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07
162,Marvin Bakalorz,de GER,CC,Hannover 96,de Bundesliga,28,1989,25,16,1470,16.3,1,0,1,1,0,0,5,0,0.8,0.8,0.6,1.4,17,29,40,0.06,0.0,0.06,0.06,0.06,0.05,0.04,0.09,0.05,0.09
163,Tiemoué Bakayoko,fr FRA,CC,Milan,it Serie A,23,1994,31,26,2301,25.6,1,1,2,1,0,0,6,1,1.7,1.7,1.6,3.2,49,156,45,0.04,0.04,0.08,0.04,0.08,0.06,0.06,0.13,0.06,0.13
164,Ridle Baku,de GER,CC,Mainz 05,de Bundesliga,20,1998,15,10,937,10.4,0,0,0,0,0,0,1,0,0.6,0.6,0.4,1.0,13,45,32,0.0,0.0,0.0,0.0,0.0,0.05,0.04,0.09,0.05,0.09
165,Fabián Balbuena,py PAR,DF,West Ham,eng Premier League,26,1991,23,23,2013,22.4,1,0,1,1,0,0,2,0,2.1,2.1,0.2,2.3,1,49,4,0.04,0.0,0.04,0.04,0.04,0.1,0.01,0.1,0.1,0.1
166,Keita Baldé,sn SEN,DL,Inter,it Serie A,23,1995,24,8,889,9.9,5,2,7,5,0,0,2,1,3.9,3.9,2.2,6.1,57,27,98,0.51,0.2,0.71,0.51,0.71,0.39,0.22,0.61,0.39,0.61
167,Gareth Bale,wls WAL,DL,Real Madrid,es La Liga,29,1989,29,21,1786,19.8,8,3,11,7,1,1,4,0,9.1,8.3,2.9,11.3,73,62,205,0.4,0.15,0.55,0.35,0.5,0.46,0.15,0.61,0.42,0.57
168,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,30,1988,11,6,523,5.8,0,0,0,0,0,0,0,0,0.0,0.0,0.7,0.7,7,11,9,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.13,0.0,0.13
169,Andrija Balić,hr CRO,"DL,CC",Udinese,it Serie A,20,1997,4,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,3,2,0.0,0.0,0.0,0.0,0.0,0.08,0.18,0.26,0.08,0.26
341,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,21,1997,36,36,3187,35.4,0,4,4,0,0,0,7,0,0.6000000000000001,0.6000000000000001,3.4,4.0,99,137,145,0.0,0.23,0.23,0.0,0.23,0.03,0.19,0.22999999999999998,0.03,0.22999999999999998
172,Florent Balmont,fr FRA,CC,Dijon,fr Ligue 1,38,1980,20,15,1076,12.0,0,1,1,0,0,0,3,0,0.1,0.1,1.2,1.3,15,75,13,0.0,0.08,0.08,0.0,0.08,0.01,0.1,0.11,0.01,0.11
173,Leon Balogun,ng NGA,DF,Brighton,eng Premier League,30,1988,8,5,594,6.6,1,0,1,1,0,0,2,0,0.1,0.1,0.0,0.1,1,6,1,0.15,0.0,0.15,0.15,0.15,0.01,0.0,0.01,0.01,0.01
349,Mario Balotelli,it ITA,DL,Nice,fr Ligue 1,27,1990,25,21,1685,18.8,8,1,9,8,0,0,10,1,8.6,8.6,2.2,10.8,27,43,98,0.77,0.12,0.89,0.77,0.89,0.9,0.24,1.1600000000000001,0.9,1.1600000000000001
176,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,28,1990,30,29,2573,28.6,0,4,4,0,0,0,6,0,0.2,0.2,1.9,2.1,60,90,79,0.0,0.14,0.14,0.0,0.14,0.01,0.07,0.07,0.01,0.07
177,Jonathan Bamba,ci CIV,"DL,CC",Lille,fr Ligue 1,22,1996,38,35,3004,33.4,13,3,16,12,1,1,4,0,8.4,7.6,5.3,13.0,112,125,265,0.39,0.09,0.48,0.36,0.45,0.25,0.16,0.41,0.23,0.39
178,Sol Bamba,ci CIV,DF,Cardiff City,eng Premier League,33,1985,28,28,2474,27.5,4,1,5,4,0,0,7,0,4.0,4.0,0.2,4.1,6,48,2,0.15,0.04,0.18,0.15,0.18,0.14,0.01,0.15,0.14,0.15
179,Yacine Bammou,ma MAR,"DL,CC",Caen,fr Ligue 1,26,1991,17,9,923,10.3,2,0,2,1,1,1,2,0,1.4,0.6,0.4,1.0,12,17,63,0.2,0.0,0.2,0.1,0.1,0.14,0.04,0.18,0.06,0.1
180,Éver Banega,ar ARG,CC,Sevilla,es La Liga,30,1988,32,32,2667,29.6,3,5,8,1,2,2,17,2,2.8,1.2,4.0,5.2,50,318,58,0.1,0.17,0.27,0.03,0.2,0.09,0.13,0.23,0.04,0.17
181,Mattia Bani,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2610,29.0,0,0,0,0,0,0,8,1,1.0,1.0,0.8,1.8,4,63,11,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06
182,Léo Baptistão,br BRA,"DL,CC",Espanyol,es La Liga,25,1992,20,14,1233,13.7,2,2,4,1,1,1,3,0,5.0,4.3,1.4,5.6,36,30,97,0.15,0.15,0.29,0.07,0.22,0.37,0.1,0.47,0.31,0.41
183,Antonín Barák,cz CZE,"CC,DL",Udinese,it Serie A,23,1994,8,4,329,3.7,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,9,11,11,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1
184,Federico Barba,it ITA,DF,Chievo,it Serie A,24,1993,30,29,2483,27.6,0,0,0,0,0,0,6,2,0.8,0.8,1.6,2.5,30,106,34,0.0,0.0,0.0,0.0,0.0,0.03,0.06,0.09,0.03,0.09
185,Danilo Barbosa,br BRA,CC,Nice,fr Ligue 1,22,1996,22,18,1548,17.2,0,0,0,0,0,0,1,1,1.9,1.9,0.9,2.7,27,62,63,0.0,0.0,0.0,0.0,0.0,0.11,0.05,0.16,0.11,0.16
186,Enis Bardhi,mk MKD,CC,Levante,es La Liga,23,1995,36,31,2836,31.5,3,4,7,3,0,0,6,0,3.6,3.6,3.8,7.4,68,150,128,0.1,0.13,0.22,0.1,0.22,0.12,0.12,0.24,0.12,0.24
187,Francesco Bardi,it ITA,PO,Frosinone,it Serie A,26,1992,3,3,270,3.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
188,Phil Bardsley,sct SCO,DF,Burnley,eng Premier League,33,1985,19,19,1670,18.6,0,0,0,0,0,0,9,0,0.3,0.3,1.1,1.5,19,68,23,0.0,0.0,0.0,0.0,0.0,0.02,0.06,0.08,0.02,0.08
189,Nicolò Barella,it ITA,CC,Cagliari,it Serie A,21,1997,35,35,3107,34.5,1,3,4,1,0,1,10,2,2.6,1.8,3.1,4.9,112,206,139,0.03,0.09,0.12,0.03,0.12,0.07,0.09,0.17,0.05,0.14
190,Philipp Bargfrede,de GER,"CC,DF",Werder Bremen,de Bundesliga,29,1989,15,13,1079,12.0,0,0,0,0,0,0,6,0,0.2,0.2,0.1,0.3,8,57,6,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03
191,Antonino Barillà,it ITA,CC,Parma,it Serie A,30,1988,31,30,2618,29.1,3,2,5,3,0,0,10,0,3.0,3.0,1.9,4.9,30,93,84,0.1,0.07,0.17,0.1,0.17,0.1,0.07,0.17,0.1,0.17
192,Ross Barkley,eng ENG,CC,Chelsea,eng Premier League,24,1993,27,13,1245,13.8,3,5,8,3,0,0,1,0,4.0,4.0,2.1,6.2,32,90,50,0.22,0.36,0.58,0.22,0.58,0.29,0.15,0.45,0.29,0.45
193,Aymen Barkok,ma MAR,CC,Düsseldorf,de Bundesliga,20,1998,12,4,510,5.7,0,0,0,0,0,0,0,0,0.5,0.5,0.2,0.7,8,25,24,0.0,0.0,0.0,0.0,0.0,0.09,0.03,0.12,0.09,0.12
194,Ashley Barnes,eng ENG,DL,Burnley,eng Premier League,28,1989,37,26,2388,26.5,12,2,14,10,2,2,8,0,13.8,12.2,3.3,15.5,23,41,142,0.45,0.08,0.53,0.38,0.45,0.52,0.12,0.64,0.46,0.58
195,Harvey Barnes,eng ENG,"CC,DL",Leicester City,eng Premier League,20,1997,16,11,1004,11.2,1,2,3,1,0,0,0,0,3.9,3.9,1.7,5.6,62,27,115,0.09,0.18,0.27,0.09,0.27,0.35,0.15,0.51,0.35,0.51
196,Antonio Barragán,es ESP,"DF,DL",Betis,es La Liga,31,1987,14,12,934,10.4,0,0,0,0,0,0,4,0,0.1,0.1,0.5,0.6,21,44,99,0.0,0.0,0.0,0.0,0.0,0.01,0.05,0.06,0.01,0.06
395,Antonio Barreca,it ITA,DF,Newcastle Utd,eng Premier League,23,1995,8,7,598,6.699999999999999,0,1,1,0,0,0,0,0,0.2,0.2,0.3,0.5,15,18,30,0.0,0.15,0.15,0.0,0.15,0.02,0.05,0.08,0.02,0.08
199,Leandro Barreiro Martins,lu LUX,CC,Mainz 05,de Bundesliga,18,2000,1,1,90,1.0,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,2,3,0,0.0,0.0,0.0,0.0,0.0,0.02,0.07,0.08,0.02,0.08
200,Ander Barrenetxea,es ESP,"DL,CC",Real Sociedad,es La Liga,16,2001,9,5,399,4.4,1,0,1,1,0,0,0,0,0.5,0.5,0.3,0.8,14,9,30,0.23,0.0,0.23,0.23,0.23,0.11,0.07,0.18,0.11,0.18
201,Édgar Barreto,py PAR,CC,Sampdoria,it Serie A,34,1984,12,9,785,8.7,0,2,2,0,0,0,2,0,1.0,1.0,1.6,2.5,4,55,36,0.0,0.23,0.23,0.0,0.23,0.11,0.18,0.29,0.11,0.29
202,Musa Barrow,gm GAM,DL,Atalanta,it Serie A,19,1998,22,6,601,6.7,1,2,3,1,0,0,0,0,2.9,2.9,1.4,4.4,33,25,79,0.15,0.3,0.45,0.15,0.45,0.44,0.21,0.65,0.44,0.65
203,Fin Bartels,de GER,"CC,DL",Werder Bremen,de Bundesliga,31,1987,2,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204,Marc Bartra,es ESP,DF,Betis,es La Liga,27,1991,33,33,2928,32.5,1,0,1,1,0,0,4,0,0.7,0.7,0.1,0.8,32,109,10,0.03,0.0,0.03,0.03,0.03,0.02,0.0,0.02,0.02,0.02
205,Andrea Barzagli,it ITA,DF,Juventus,it Serie A,37,1981,7,4,260,2.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,18,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206,Daniele Baselli,it ITA,CC,Torino,it Serie A,26,1992,34,27,2379,26.4,4,1,5,4,0,0,5,0,2.4,2.4,4.2,6.6,50,143,73,0.15,0.04,0.19,0.15,0.19,0.09,0.16,0.25,0.09,0.25
207,Toma Bašić,hr CRO,CC,Bordeaux,fr Ligue 1,21,1996,23,16,1333,14.8,2,0,2,2,0,0,3,0,1.2,1.2,1.7,3.0,20,64,58,0.14,0.0,0.14,0.14,0.14,0.08,0.12,0.2,0.08,0.2
208,Thomas Basila,fr FRA,DF,Nantes,fr Ligue 1,19,1999,2,1,92,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
209,Borja Bastón,es ESP,DL,Alavés,es La Liga,25,1992,27,18,1439,16.0,5,1,6,5,0,0,4,0,6.2,6.2,1.3,7.5,10,16,75,0.31,0.06,0.38,0.31,0.38,0.39,0.08,0.47,0.39,0.47
210,Alessandro Bastoni,it ITA,DF,Parma,it Serie A,19,1999,24,18,1690,18.8,1,0,1,1,0,0,2,0,0.6,0.6,0.4,0.9,7,32,1,0.05,0.0,0.05,0.05,0.05,0.03,0.02,0.05,0.03,0.05
211,Bastos,ao ANG,DF,Lazio,it Serie A,27,1991,18,11,1139,12.7,1,0,1,1,0,0,3,0,0.7,0.7,0.0,0.7,24,38,8,0.08,0.0,0.08,0.08,0.08,0.05,0.0,0.06,0.05,0.06
425,Michy Batshuayi,be BEL,DL,Crystal Palace,eng Premier League,24,1993,26,13,1277,14.200000000000001,6,0,6,6,0,0,3,0,5.4,5.4,0.9,6.3,22,17,80,0.77,0.0,0.77,0.77,0.77,0.71,0.15000000000000002,0.86,0.71,0.86
214,Robert Bauer,de GER,DF,Nürnberg,de Bundesliga,23,1995,22,19,1722,19.1,0,0,0,0,0,0,4,1,0.2,0.2,1.1,1.3,31,72,49,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.07,0.01,0.07
215,Oliver Baumann,de GER,PO,Hoffenheim,de Bundesliga,28,1990,33,33,2970,33.0,0,1,1,0,0,0,0,0,0.0,0.0,0.1,0.1,0,0,0,0.0,0.03,0.03,0.0,0.03,0.0,0.0,0.0,0.0,0.0
216,Timo Baumgartl,de GER,DF,Stuttgart,de Bundesliga,22,1996,18,18,1620,18.0,1,0,1,1,0,0,2,0,0.3,0.3,0.2,0.5,5,43,7,0.06,0.0,0.06,0.06,0.06,0.02,0.01,0.03,0.02,0.03
217,Julian Baumgartlinger,at AUT,CC,Leverkusen,de Bundesliga,30,1988,21,16,1559,17.3,0,1,1,0,0,0,2,0,0.6,0.6,0.6,1.2,21,111,25,0.0,0.06,0.06,0.0,0.06,0.04,0.03,0.07,0.04,0.07
218,Christoph Baumgartner,at AUT,CC,Hoffenheim,de Bundesliga,18,1999,2,1,85,0.9,0,0,0,0,0,0,2,1,0.1,0.1,0.0,0.1,9,5,1,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11
219,Jon Bautista,es ESP,DL,Real Sociedad,es La Liga,23,1995,18,4,597,6.6,1,0,1,1,0,0,1,0,2.7,2.7,0.9,3.6,4,6,27,0.15,0.0,0.15,0.15,0.15,0.41,0.13,0.55,0.41,0.55
