Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Unnamed: 8_level_0,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Estándar,Expectativa,Expectativa,Expectativa,Expectativa,Expectativa,Unnamed: 26_level_0
573,Nuno da Costa,cv CPV,DL,Strasbourg,fr Ligue 1,28,1991,5.9,1,18,7,38.9,3.07,1.20,0.06,0.14,16.5,0,0,0,1.3,1.3,0.07,-0.3,-0.3,Partidos
574,David Costas,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,0,1,0,0.0,0.27,0.00,0.00,,5.7,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Partidos
575,Benoît Costil,fr FRA,PO,Bordeaux,fr Ligue 1,32,1987,28.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
576,Kalifa Coulibaly,ml MLI,DL,Nantes,fr Ligue 1,27,1991,18.0,4,48,19,39.6,2.67,1.06,0.08,0.21,13.1,0,0,0,6.1,6.1,0.13,-2.1,-2.1,Partidos
577,Senou Coulibaly,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,0,5,0,0.0,0.68,0.00,0.00,,10.4,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Partidos
578,Yoann Court,fr FRA,"DL,CC",Brest,fr Ligue 1,29,1990,16.3,3,34,11,32.4,2.09,0.68,0.09,0.27,22.2,2,0,0,1.8,1.8,0.05,+1.2,+1.2,Partidos
579,Thibaut Courtois,be BEL,PO,Real Madrid,es La Liga,27,1992,34.0,0,1,1,100.0,0.03,0.03,0.00,0.00,11.3,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Partidos
580,Philippe Coutinho,br BRA,"CC,DL",Bayern Munich,de Bundesliga,27,1992,15.7,8,57,26,45.6,3.64,1.66,0.12,0.27,19.1,2,1,1,8.6,7.8,0.14,-0.6,-0.8,Partidos
581,Nicolas Cozza,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,0,1,0,0.0,0.16,0.00,0.00,,4.0,0,0,0,0.2,0.2,0.23,-0.2,-0.2,Partidos
582,Alessio Cragno,it ITA,PO,Cagliari,it Serie A,25,1994,16.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
583,Aaron Cresswell,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,3,17,5,29.4,0.56,0.17,0.18,0.60,21.7,7,0,0,1.4,1.4,0.08,+1.6,+1.6,Partidos
584,Domenico Criscito,it ITA,DF,Genoa,it Serie A,32,1986,22.8,8,14,3,21.4,0.61,0.13,0.00,0.00,37.1,1,8,10,8.3,0.4,0.03,-0.3,-0.4,Partidos
585,Bryan Cristante,it ITA,CC,Roma,it Serie A,24,1995,18.0,1,29,9,31.0,1.62,0.50,0.03,0.11,21.3,0,0,0,1.6,1.6,0.06,-0.6,-0.6,Partidos
586,Sebastián Cristóforo,uy URU,CC,Fiorentina,it Serie A,25,1993,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
587,Sebastián Cristóforo,uy URU,CC,Eibar,es La Liga,25,1993,9.7,0,7,3,42.9,0.72,0.31,0.00,0.00,26.1,2,0,0,0.3,0.3,0.04,-0.3,-0.3,Partidos
588,Juan Cuadrado,co COL,"DF,DL",Juventus,it Serie A,31,1988,29.5,2,20,5,25.0,0.68,0.17,0.10,0.40,19.6,0,0,0,1.2,1.2,0.06,+0.8,+0.8,Partidos
589,Cucho,co COL,"DL,CC",Mallorca,es La Liga,20,1999,16.5,5,45,15,33.3,2.72,0.91,0.11,0.33,16.6,0,0,0,3.8,3.8,0.09,+1.2,+1.2,Partidos
590,Marc Cucurella,es ESP,"CC,DF",Getafe,es La Liga,21,1998,36.0,1,30,6,20.0,0.83,0.17,0.03,0.17,20.3,2,0,0,2.2,2.2,0.07,-1.2,-1.2,Partidos
591,Iván Cuéllar,es ESP,PO,Leganés,es La Liga,35,1984,27.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
592,Jaume Cuéllar,bo BOL,"CC,DL",SPAL,it Serie A,17,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
593,Mickaël Cuisance,fr FRA,"CC,DL",Bayern Munich,de Bundesliga,19,1999,3.4,1,12,1,8.3,3.52,0.29,0.08,1.00,22.7,1,0,0,0.6,0.6,0.05,+0.4,+0.4,Partidos
594,Matheus Cunha,br BRA,"DL,CC",Hertha BSC,de Bundesliga,20,1999,8.3,5,35,15,42.9,4.23,1.81,0.14,0.33,21.2,1,0,0,3.3,3.3,0.10,+1.7,+1.7,Partidos
595,Matheus Cunha,br BRA,"DL,CC",RB Leipzig,de Bundesliga,20,1999,3.1,0,16,7,43.8,5.16,2.26,0.00,0.00,15.1,0,0,0,2.0,2.0,0.12,-2.0,-2.0,Partidos
596,Felipe Curcio,br BRA,DF,Brescia,it Serie A,25,1993,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
597,Patrick Cutrone,it ITA,DL,Wolves,eng Premier League,21,1998,3.3,2,11,4,36.4,3.33,1.21,0.18,0.50,13.8,0,0,0,2.2,2.2,0.20,-0.2,-0.2,Partidos
598,Patrick Cutrone,it ITA,DL,Fiorentina,it Serie A,21,1998,9.3,4,21,13,61.9,2.26,1.40,0.19,0.31,14.0,0,0,0,3.9,3.9,0.19,+0.1,+0.1,Partidos
599,Wylan Cyprien,fr FRA,CC,Nice,fr Ligue 1,24,1995,19.7,7,53,14,26.4,2.69,0.71,0.04,0.14,27.8,20,5,5,6.5,2.6,0.05,+0.5,-0.6,Partidos
600,Rafael Czichos,de GER,DF,Köln,de Bundesliga,29,1990,24.5,1,13,8,61.5,0.53,0.33,0.08,0.13,11.2,0,0,0,1.7,1.7,0.13,-0.7,-0.7,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
601,Lennart-Marten Czyborra,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
602,Marco D'Alessandro,it ITA,"CC,DF",SPAL,it Serie A,28,1991,8.7,2,6,3,50.0,0.69,0.35,0.33,0.67,18.0,0,0,0,0.4,0.4,0.06,+1.6,+1.6,Partidos
603,Danilo D'Ambrosio,it ITA,DF,Inter,it Serie A,30,1988,15.6,4,7,4,57.1,0.45,0.26,0.57,1.00,7.5,0,0,0,1.7,1.7,0.25,+2.3,+2.3,Partidos
604,Felice D'Amico,it ITA,CC,Sampdoria,it Serie A,18,2000,0.0,0,1,0,0.0,30.00,0.00,0.00,,18.8,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
605,Lucas Da Cunha,fr FRA,CC,Rennes,fr Ligue 1,18,2001,0.8,0,2,0,0.0,2.50,0.00,0.00,,25.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Partidos
606,Jacopo Da Riva,it ITA,CC,Atalanta,it Serie A,18,2000,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
607,Damien Da Silva,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,1,5,2,40.0,0.20,0.08,0.20,0.50,14.0,0,0,0,0.4,0.4,0.08,+0.6,+0.6,Partidos
608,Moanes Dabbur,il ISR,DL,Sevilla,es La Liga,27,1992,0.3,0,2,0,0.0,6.92,0.00,0.00,,10.7,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Partidos
609,Moanes Dabbur,il ISR,DL,Hoffenheim,de Bundesliga,27,1992,8.5,4,24,11,45.8,2.82,1.29,0.17,0.36,13.9,0,0,0,3.9,3.9,0.16,+0.1,+0.1,Partidos
610,Bryan Dabo,bf BFA,CC,SPAL,it Serie A,27,1992,12.5,1,8,3,37.5,0.64,0.24,0.13,0.33,22.7,0,0,0,0.9,0.9,0.15,+0.1,+0.1,Partidos
611,Colin Dagba,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,0,2,0,0.0,0.27,0.00,0.00,,17.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Partidos
612,Mahmoud Dahoud,de GER,CC,Dortmund,de Bundesliga,23,1996,6.2,0,12,4,33.3,1.94,0.65,0.00,0.00,21.0,0,0,0,0.9,0.9,0.07,-0.9,-0.9,Partidos
613,Leon Dajaku,de GER,"DF,CC",Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
614,Felipe dal Belo,br BRA,DF,SPAL,it Serie A,35,1984,11.1,0,6,2,33.3,0.54,0.18,0.00,0.00,11.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7,Partidos
615,Christian Dalle Mura,it ITA,DL,Fiorentina,it Serie A,17,2002,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
616,Diogo Dalot,pt POR,"DF,CC",Manchester Utd,eng Premier League,20,1999,0.7,0,1,0,0.0,1.34,0.00,0.00,,9.0,0,0,0,0.3,0.3,0.29,-0.3,-0.3,Partidos
617,Charlie Daniels,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
618,Danilo,br BRA,DF,Juventus,it Serie A,28,1991,16.0,2,14,4,28.6,0.87,0.25,0.14,0.50,24.3,0,0,0,0.9,0.9,0.07,+1.1,+1.1,Partidos
619,Arnaut Danjuma,nl NED,CC,Bournemouth,eng Premier League,22,1997,7.0,0,13,4,30.8,1.86,0.57,0.00,0.00,19.0,1,0,0,1.2,1.2,0.09,-1.2,-1.2,Partidos
620,Scott Dann,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,0,8,2,25.0,0.57,0.14,0.00,0.00,9.3,0,0,0,0.8,0.8,0.10,-0.8,-0.8,Partidos
621,Kevin Danso,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,0,1,0,0.0,0.32,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Partidos
622,Dante,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,1,18,6,33.3,0.86,0.29,0.06,0.17,10.4,1,0,0,1.7,1.7,0.09,-0.7,-0.7,Partidos
623,Andrea Danzi,it ITA,CC,Hellas Verona,it Serie A,20,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
624,Sergi Darder,es ESP,CC,Espanyol,es La Liga,25,1993,29.5,2,52,9,17.3,1.76,0.30,0.04,0.22,24.2,0,0,0,3.4,3.4,0.07,-1.4,-1.4,Partidos
625,Vladimír Darida,cz CZE,CC,Hertha BSC,de Bundesliga,28,1990,25.1,3,43,14,32.6,1.72,0.56,0.07,0.21,20.7,0,0,0,3.1,3.1,0.07,-0.1,-0.1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
626,Matteo Darmian,it ITA,DF,Parma,it Serie A,29,1989,29.8,1,8,2,25.0,0.27,0.07,0.13,0.50,14.7,0,0,0,0.8,0.8,0.10,+0.2,+0.2,Partidos
627,Alphonso Davies,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,3,12,5,41.7,0.48,0.20,0.25,0.60,19.2,0,0,0,2.3,2.3,0.19,+0.7,+0.7,Partidos
628,Ben Davies,wls WAL,DF,Tottenham,eng Premier League,26,1993,15.9,0,7,1,14.3,0.44,0.06,0.00,0.00,23.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Partidos
629,Tom Davies,eng ENG,CC,Everton,eng Premier League,21,1998,22.5,1,17,5,29.4,0.75,0.22,0.06,0.20,17.1,0,0,0,1.6,1.6,0.09,-0.6,-0.6,Partidos
630,Keinan Davis,eng ENG,DL,Aston Villa,eng Premier League,21,1998,6.1,0,17,5,29.4,2.79,0.82,0.00,0.00,9.6,0,0,0,2.7,2.7,0.16,-2.7,-2.7,Partidos
631,Paweł Dawidowicz,pl POL,DF,Hellas Verona,it Serie A,24,1995,7.7,1,4,1,25.0,0.52,0.13,0.25,1.00,6.3,0,0,0,0.4,0.4,0.09,+0.6,+0.6,Partidos
632,Craig Dawson,eng ENG,DF,Watford,eng Premier League,29,1990,26.2,2,26,7,26.9,0.99,0.27,0.08,0.29,10.6,0,0,0,3.0,3.0,0.12,-1.0,-1.0,Partidos
633,Kevin De Bruyne,be BEL,CC,Manchester City,eng Premier League,28,1991,31.0,13,97,29,29.9,3.13,0.94,0.11,0.38,21.8,11,2,2,7.3,5.8,0.06,+5.7,+5.2,Partidos
634,Sebastien De Maio,fr FRA,DF,Udinese,it Serie A,32,1987,16.7,0,9,3,33.3,0.54,0.18,0.00,0.00,13.4,0,0,0,1.3,1.3,0.14,-1.3,-1.3,Partidos
635,Rodrigo De Paul,ar ARG,CC,Udinese,it Serie A,25,1994,31.4,7,85,29,34.1,2.71,0.92,0.08,0.24,22.1,3,0,0,5.1,5.1,0.06,+1.9,+1.9,Partidos
636,Mattia De Sciglio,it ITA,DF,Juventus,it Serie A,26,1992,5.2,0,1,0,0.0,0.19,0.00,0.00,,25.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
637,Lorenzo De Silvestri,it ITA,DF,Torino,it Serie A,31,1988,24.9,0,22,5,22.7,0.88,0.20,0.00,0.00,12.5,0,0,0,2.3,2.3,0.11,-2.3,-2.3,Partidos
638,Lucas Deaux,fr FRA,CC,Nîmes,fr Ligue 1,30,1988,14.8,2,15,5,33.3,1.01,0.34,0.13,0.40,20.9,0,0,0,1.3,1.3,0.09,+0.7,+0.7,Partidos
639,Mathieu Debuchy,fr FRA,DF,Saint-Étienne,fr Ligue 1,34,1985,19.7,1,13,3,23.1,0.66,0.15,0.08,0.33,14.1,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Partidos
640,Troy Deeney,eng ENG,DL,Watford,eng Premier League,31,1988,24.7,10,39,16,41.0,1.58,0.65,0.13,0.31,16.0,0,5,6,10.5,5.8,0.15,-0.5,-0.8,Partidos
641,Grégoire Defrel,mq MTQ,"DL,CC",Sassuolo,it Serie A,28,1991,10.9,3,20,8,40.0,1.84,0.73,0.10,0.25,18.7,0,1,1,3.1,2.3,0.12,-0.1,-0.3,Partidos
642,Alessandro Deiola,it ITA,CC,Cagliari,it Serie A,23,1995,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
643,Alessandro Deiola,it ITA,CC,Lecce,it Serie A,23,1995,8.0,1,9,2,22.2,1.13,0.25,0.11,0.50,22.3,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Partidos
644,Romain Del Castillo,fr FRA,"DL,CC",Rennes,fr Ligue 1,23,1996,13.8,2,27,9,33.3,1.96,0.65,0.04,0.11,20.6,0,1,1,3.1,2.3,0.09,-1.1,-1.3,Partidos
645,Thomas Delaine,fr FRA,DF,Metz,fr Ligue 1,27,1992,13.9,0,7,4,57.1,0.50,0.29,0.00,0.00,18.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Partidos
646,Thomas Delaney,dk DEN,CC,Dortmund,de Bundesliga,27,1991,9.2,0,3,1,33.3,0.33,0.11,0.00,0.00,10.1,0,0,0,0.6,0.6,0.19,-0.6,-0.6,Partidos
647,Paul Delecroix,gw GNB,PO,Metz,fr Ligue 1,30,1988,1.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
648,Cristian Dell'Orco,it ITA,DF,Lecce,it Serie A,25,1994,11.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
649,Andy Delort,dz ALG,DL,Montpellier,fr Ligue 1,27,1991,25.3,9,82,28,34.1,3.24,1.11,0.11,0.32,18.0,2,0,2,11.4,9.9,0.12,-2.4,-0.9,Partidos
650,Fabian Delph,eng ENG,CC,Everton,eng Premier League,29,1989,13.2,0,3,0,0.0,0.23,0.00,0.00,,30.9,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
651,Moussa Dembélé,fr FRA,DL,Lyon,fr Ligue 1,23,1996,24.3,16,51,21,41.2,2.10,0.86,0.24,0.57,14.6,0,4,5,11.5,7.5,0.15,+4.5,+4.5,Partidos
652,Ousmane Dembélé,fr FRA,DL,Barcelona,es La Liga,22,1997,4.0,1,5,2,40.0,1.26,0.50,0.20,0.50,15.7,0,0,0,1.3,1.3,0.27,-0.3,-0.3,Partidos
653,Merih Demiral,tr TUR,DF,Juventus,it Serie A,21,1998,4.6,1,2,1,50.0,0.43,0.22,0.50,1.00,9.0,0,0,0,0.3,0.3,0.16,+0.7,+0.7,Partidos
654,Kerem Demirbay,de GER,CC,Leverkusen,de Bundesliga,26,1993,17.5,1,30,8,26.7,1.72,0.46,0.03,0.13,21.4,2,0,0,3.2,3.2,0.11,-2.2,-2.2,Partidos
655,Diego Demme,de GER,CC,Napoli,it Serie A,27,1991,10.0,1,4,1,25.0,0.40,0.10,0.25,1.00,19.2,0,0,0,0.4,0.4,0.11,+0.6,+0.6,Partidos
656,Diego Demme,de GER,CC,RB Leipzig,de Bundesliga,27,1991,13.5,0,4,2,50.0,0.30,0.15,0.00,0.00,21.3,0,0,0,0.8,0.8,0.19,-0.8,-0.8,Partidos
657,Jason Denayer,be BEL,DF,Lyon,fr Ligue 1,24,1995,23.7,0,5,2,40.0,0.21,0.08,0.00,0.00,8.7,0,0,0,0.7,0.7,0.15,-0.7,-0.7,Partidos
658,Leander Dendoncker,be BEL,"CC,DF",Wolves,eng Premier League,24,1995,31.1,4,20,5,25.0,0.64,0.16,0.20,0.80,14.7,0,0,0,1.8,1.8,0.09,+2.2,+2.2,Partidos
659,Kevin Denkey,tg TOG,DL,Nîmes,fr Ligue 1,18,2000,6.7,3,20,7,35.0,2.99,1.04,0.15,0.43,17.3,0,0,0,2.0,2.0,0.10,+1.0,+1.0,Partidos
660,Stefano Denswil,nl NED,DF,Bologna,it Serie A,26,1993,24.9,0,10,1,10.0,0.40,0.04,0.00,0.00,10.9,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Partidos
661,Fabio Depaoli,it ITA,"CC,DF",Sampdoria,it Serie A,22,1997,20.6,0,26,4,15.4,1.26,0.19,0.00,0.00,21.3,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Partidos
662,Kastriot Dermaku,al ALB,DF,Parma,it Serie A,27,1992,11.4,0,3,2,66.7,0.26,0.18,0.00,0.00,14.1,0,0,0,0.7,0.7,0.25,-0.7,-0.7,Partidos
663,Daniele Dessena,it ITA,CC,Brescia,it Serie A,32,1987,20.8,2,18,5,27.8,0.87,0.24,0.11,0.40,15.1,0,0,0,1.9,1.9,0.11,+0.1,+0.1,Partidos
664,Mattia Destro,it ITA,DL,Bologna,it Serie A,28,1991,2.1,0,5,1,20.0,2.43,0.49,0.00,0.00,15.1,0,0,0,0.6,0.6,0.12,-0.6,-0.6,Partidos
665,Mattia Destro,it ITA,"DL,CC",Genoa,it Serie A,28,1991,1.7,0,7,4,57.1,4.20,2.40,0.00,0.00,12.9,0,0,0,0.8,0.8,0.11,-0.8,-0.8,Partidos
666,Gerard Deulofeu,es ESP,DL,Watford,eng Premier League,25,1994,23.3,4,63,20,31.7,2.70,0.86,0.05,0.15,18.8,8,1,1,6.3,5.5,0.09,-2.3,-2.5,Partidos
667,Deyverson,br BRA,DL,Getafe,es La Liga,28,1991,2.3,0,5,1,20.0,2.21,0.44,0.00,0.00,23.2,1,0,0,0.6,0.6,0.11,-0.6,-0.6,Partidos
668,Samuel Di Carmine,it ITA,"DL,CC",Hellas Verona,it Serie A,30,1988,14.4,8,30,14,46.7,2.09,0.97,0.23,0.50,12.4,0,1,2,6.7,5.2,0.17,+1.3,+1.8,Partidos
669,Federico Di Francesco,it ITA,DL,SPAL,it Serie A,25,1994,12.0,2,25,9,36.0,2.08,0.75,0.08,0.22,18.5,1,0,0,2.1,2.1,0.09,-0.1,-0.1,Partidos
670,Giovanni Di Lorenzo,it ITA,DF,Napoli,it Serie A,25,1993,33.0,3,20,6,30.0,0.61,0.18,0.15,0.50,12.8,0,0,0,3.2,3.2,0.16,-0.2,-0.2,Partidos
671,Ángel Di María,ar ARG,"DL,CC",Paris S-G,fr Ligue 1,31,1988,22.2,8,72,22,30.6,3.24,0.99,0.10,0.32,21.0,8,1,2,8.3,6.7,0.09,-0.3,+0.3,Partidos
672,Boulaye Dia,sn SEN,DL,Reims,fr Ligue 1,22,1996,20.1,7,38,17,44.7,1.89,0.84,0.16,0.35,14.7,0,1,1,5.7,5.0,0.13,+1.3,+1.0,Partidos
673,Fousseni Diabaté,ml MLI,"DL,CC",Amiens,fr Ligue 1,23,1995,13.2,1,7,2,28.6,0.53,0.15,0.14,0.50,16.9,0,0,0,0.6,0.6,0.09,+0.4,+0.4,Partidos
674,Moussa Diaby,fr FRA,"DL,CC",Leverkusen,de Bundesliga,20,1999,19.7,5,41,23,56.1,2.08,1.17,0.12,0.22,18.3,0,0,0,5.1,5.1,0.12,-0.1,-0.1,Partidos
675,Mouctar Diakhaby,gn GUI,DF,Valencia,es La Liga,22,1996,16.0,0,1,1,100.0,0.06,0.06,0.00,0.00,10.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,90 s,Gls.,Dis,DaP,% de TT,T/90,TalArc/90,G/T,G/TalArc,Dist,FK,TP,TPint,xG,npxG,npxG/Sh,G-xG,np:G-xG,Partidos
676,Bafodé Diakité,fr FRA,DF,Toulouse,fr Ligue 1,18,2001,15.2,2,10,5,50.0,0.66,0.33,0.20,0.40,7.9,0,0,0,1.6,1.6,0.16,+0.4,+0.4,Partidos
677,Abdou Diallo,sn SEN,DF,Paris S-G,fr Ligue 1,23,1996,13.3,0,5,2,40.0,0.37,0.15,0.00,0.00,7.4,0,0,0,1.2,1.2,0.24,-1.2,-1.2,Partidos
678,Amad Diallo,ci CIV,DL,Atalanta,it Serie A,17,2002,0.3,1,1,1,100.0,3.33,3.33,1.00,1.00,21.3,0,0,0,0.0,0.0,0.03,+1.0,+1.0,Partidos
679,Habib Diallo,sn SEN,DL,Metz,fr Ligue 1,24,1995,24.4,12,73,28,38.4,2.99,1.15,0.15,0.39,19.6,1,1,3,9.6,7.2,0.10,+2.4,+3.8,Partidos
680,Ibrahima Diallo,fr FRA,CC,Brest,fr Ligue 1,20,1999,17.3,0,5,2,40.0,0.29,0.12,0.00,0.00,28.2,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Partidos
681,Moussa Diarra,ml MLI,DF,Toulouse,fr Ligue 1,18,2000,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
682,Lucas Dias,fr FRA,PO,Nîmes,fr Ligue 1,20,1999,3.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
683,Amadou Diawara,gn GUI,CC,Roma,it Serie A,22,1997,16.9,1,9,3,33.3,0.53,0.18,0.00,0.00,29.0,0,1,1,1.0,0.3,0.03,0.0,-0.3,Partidos
684,Brahim Díaz,es ESP,DL,Real Madrid,es La Liga,19,1999,0.7,0,3,2,66.7,4.15,2.77,0.00,0.00,17.3,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Partidos
685,Víctor Díaz,es ESP,DF,Granada,es La Liga,31,1988,32.0,1,16,1,6.3,0.50,0.03,0.06,1.00,23.9,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Partidos
686,Bakaye Dibassy,ml MLI,DF,Amiens,fr Ligue 1,29,1989,20.8,2,5,4,80.0,0.24,0.19,0.40,0.50,9.8,0,0,0,1.2,1.2,0.23,+0.8,+0.8,Partidos
687,Eric Dier,eng ENG,"DF,CC",Tottenham,eng Premier League,25,1994,14.9,0,8,1,12.5,0.54,0.07,0.00,0.00,15.6,1,0,0,0.9,0.9,0.11,-0.9,-0.9,Partidos
688,Lucas Digne,fr FRA,DF,Everton,eng Premier League,26,1993,33.7,0,29,4,13.8,0.86,0.12,0.00,0.00,24.4,13,0,0,1.5,1.5,0.05,-1.5,-1.5,Partidos
689,Mitchell Dijks,nl NED,DF,Bologna,it Serie A,26,1993,11.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
690,Javairô Dilrosun,nl NED,"CC,DL",Hertha BSC,de Bundesliga,21,1998,14.5,4,19,6,31.6,1.31,0.41,0.21,0.67,19.4,3,0,0,2.8,2.8,0.15,+1.2,+1.2,Partidos
691,Federico Dimarco,it ITA,DF,Hellas Verona,it Serie A,21,1997,5.8,0,13,3,23.1,2.25,0.52,0.00,0.00,20.2,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Partidos
692,Federico Dimarco,it ITA,DF,Inter,it Serie A,21,1997,0.3,0,1,0,0.0,3.33,0.00,0.00,,21.2,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
693,Tristan Dingomé,cm CMR,CC,Reims,fr Ligue 1,28,1991,9.9,0,9,1,11.1,0.91,0.10,0.00,0.00,20.3,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Partidos
694,Lois Diony,fr FRA,DL,Saint-Étienne,fr Ligue 1,26,1992,7.4,2,15,7,46.7,2.03,0.95,0.13,0.29,17.2,2,0,0,1.2,1.2,0.08,+0.8,+0.8,Partidos
695,Issa Diop,fr FRA,DF,West Ham,eng Premier League,22,1997,30.7,3,15,6,40.0,0.49,0.20,0.20,0.50,9.2,0,0,0,1.5,1.5,0.10,+1.5,+1.5,Partidos
696,Papakouli Diop,sn SEN,CC,Eibar,es La Liga,33,1986,25.0,1,27,6,22.2,1.08,0.24,0.04,0.17,22.8,0,0,0,1.2,1.2,0.05,-0.2,-0.2,Partidos
697,Assane Dioussé,sn SEN,CC,Saint-Étienne,fr Ligue 1,21,1997,1.3,0,1,1,100.0,0.75,0.75,0.00,0.00,26.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Partidos
698,Axel Disasi,fr FRA,DF,Reims,fr Ligue 1,21,1998,27.0,1,15,2,13.3,0.56,0.07,0.07,0.50,11.5,0,0,0,2.8,2.8,0.19,-1.8,-1.8,Partidos
699,Tiago Djaló,pt POR,DF,Lille,fr Ligue 1,19,2000,7.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Partidos
700,Djené,tg TOG,DF,Getafe,es La Liga,27,1991,34.0,0,5,1,20.0,0.15,0.03,0.00,0.00,12.3,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Partidos
