Unnamed: 0_level_0,Unnamed: 1_level_0,Unnamed: 2_level_0,Unnamed: 3_level_0,Unnamed: 4_level_0,Unnamed: 5_level_0,Unnamed: 6_level_0,Unnamed: 7_level_0,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Tiempo Jugado,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Rendimiento,Expectativa,Expectativa,Expectativa,Expectativa,Progresión,Progresión,Progresión,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Por 90 Minutos,Unnamed: 37_level_0
96,Gabriele Angella,it ITA,DF,Udinese,it Serie A,28,1989,12,9,893,9.9,0,0,0,0,0,0,3,0,0.3,0.3,0.0,0.3,2,35,7,0.00,0.00,0.00,0.00,0.00,0.03,0.00,0.03,0.03,0.03,Partidos
97,Cristian Ansaldi,ar ARG,DF,Torino,it Serie A,30,1986,25,20,1872,20.8,1,3,4,1,0,0,6,2,0.7,0.7,3.6,4.4,78,87,88,0.05,0.14,0.19,0.05,0.19,0.04,0.18,0.21,0.04,0.21,Partidos
98,Luca Antei,it ITA,DF,Benevento,it Serie A,25,1992,8,8,592,6.6,0,0,0,0,0,0,1,1,0.1,0.1,0.0,0.1,7,16,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
99,Mirco Antenucci,it ITA,DL,SPAL,it Serie A,32,1984,33,28,2571,28.6,11,4,15,6,5,5,1,0,8.1,4.2,3.5,7.7,46,52,214,0.39,0.14,0.53,0.21,0.35,0.28,0.12,0.41,0.15,0.27,Partidos
100,Waldemar Anton,de GER,"DF,CC",Hannover 96,de Bundesliga,21,1996,27,26,2278,25.3,1,0,1,1,0,0,1,0,1.8,1.8,0.0,1.8,23,101,14,0.04,0.00,0.04,0.04,0.04,0.07,0.00,0.07,0.07,0.07,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
101,Luca Antonelli,it ITA,"DF,DL",Milan,it Serie A,30,1987,6,1,144,1.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,10,6,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Partidos
102,Michail Antonio,jm JAM,"DL,CC",West Ham,eng Premier League,27,1990,21,16,1354,15.0,3,1,4,3,0,0,1,0,2.4,2.4,1.0,3.4,47,29,117,0.20,0.07,0.27,0.20,0.27,0.16,0.07,0.23,0.16,0.23,Partidos
103,Mirko Antonucci,it ITA,DL,Roma,it Serie A,18,1999,2,0,31,0.3,0,1,1,0,0,0,0,0,0.6,0.6,0.4,0.9,1,1,6,0.00,2.90,2.90,0.00,2.90,1.69,1.07,2.76,1.69,2.76,Partidos
104,Vitorino Antunes,pt POR,DF,Getafe,es La Liga,30,1987,34,31,2799,31.1,0,2,2,0,0,1,14,0,1.7,0.9,3.4,4.3,45,116,65,0.00,0.06,0.06,0.00,0.06,0.05,0.11,0.16,0.03,0.14,Partidos
105,Dennis Aogo,de GER,"CC,DF",Stuttgart,de Bundesliga,30,1987,29,22,1954,21.7,0,6,6,0,0,0,5,0,1.3,1.3,2.3,3.6,20,85,75,0.00,0.28,0.28,0.00,0.28,0.06,0.11,0.17,0.06,0.17,Partidos
106,Houssem Aouar,dz ALG,"CC,DL",Lyon,fr Ligue 1,19,1998,32,27,2433,27.0,6,5,11,6,0,0,1,0,5.3,5.3,4.5,9.8,87,195,131,0.22,0.18,0.41,0.22,0.41,0.20,0.17,0.36,0.20,0.36,Partidos
107,Alberto Aquilani,it ITA,CC,Las Palmas,es La Liga,33,1984,21,15,1297,14.4,0,0,0,0,0,0,4,0,0.7,0.7,0.5,1.2,8,80,12,0.00,0.00,0.00,0.00,0.00,0.05,0.04,0.08,0.05,0.08,Partidos
108,Mauro Arambarri,uy URU,CC,Getafe,es La Liga,21,1995,27,26,2124,23.6,1,1,2,1,0,0,9,1,1.6,1.6,1.9,3.6,12,76,15,0.04,0.04,0.08,0.04,0.08,0.07,0.08,0.15,0.07,0.15,Partidos
109,Guilherme Arana,br BRA,DF,Sevilla,es La Liga,20,1997,3,2,193,2.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,6,4,6,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
110,Charles Aránguiz,cl CHI,CC,Leverkusen,de Bundesliga,28,1989,27,27,2302,25.6,1,3,4,1,0,0,4,0,2.8,2.8,1.3,4.1,26,225,45,0.04,0.12,0.16,0.04,0.16,0.11,0.05,0.16,0.11,0.16,Partidos
111,Luiz Araújo,br BRA,"DL,CC",Lille,fr Ligue 1,21,1996,34,24,2018,22.4,5,3,8,5,0,0,5,0,5.2,5.2,1.5,6.6,94,75,152,0.22,0.13,0.36,0.22,0.36,0.23,0.07,0.29,0.23,0.29,Partidos
112,Sergio Araujo,ar ARG,"CC,DL",Las Palmas,es La Liga,25,1992,2,0,39,0.4,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.00,0.00,0.00,0.00,0.00,0.22,0.00,0.22,0.22,0.22,Partidos
113,Anaitz Arbilla,es ESP,DF,Eibar,es La Liga,30,1987,29,26,2414,26.8,2,1,3,2,0,0,8,0,0.8,0.8,0.4,1.2,34,158,2,0.07,0.04,0.11,0.07,0.11,0.03,0.01,0.04,0.03,0.04,Partidos
114,Alphonse Areola,fr FRA,PO,Paris S-G,fr Ligue 1,24,1993,34,34,3060,34.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
115,Scott Arfield,ca CAN,"CC,DL",Burnley,eng Premier League,28,1988,18,15,1333,14.8,2,1,3,2,0,0,3,0,1.3,1.3,0.4,1.6,16,32,47,0.14,0.07,0.20,0.14,0.20,0.08,0.02,0.11,0.08,0.11,Partidos
116,Samuel Armenteros,se SWE,DL,Benevento,it Serie A,27,1990,9,5,429,4.8,1,0,1,1,0,0,1,0,1.4,1.4,0.0,1.4,2,8,17,0.21,0.00,0.21,0.21,0.21,0.29,0.00,0.29,0.29,0.29,Partidos
117,Yoël Armougom,fr FRA,"DF,CC",Caen,fr Ligue 1,19,1998,4,1,139,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,5,6,10,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.04,0.00,0.04,Partidos
118,José Arnaiz,es ESP,CC,Barcelona,es La Liga,22,1995,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
119,Marko Arnautović,at AUT,"DL,CC",West Ham,eng Premier League,28,1989,31,28,2313,25.7,11,6,17,11,0,0,5,1,8.6,8.6,4.3,13.0,76,52,232,0.43,0.23,0.66,0.43,0.66,0.34,0.17,0.50,0.34,0.50,Partidos
120,Maximilian Arnold,de GER,CC,Wolfsburg,de Bundesliga,23,1994,29,28,2454,27.3,2,0,2,2,0,1,9,1,2.3,1.5,2.9,4.4,29,148,44,0.07,0.00,0.07,0.07,0.07,0.08,0.11,0.19,0.05,0.16,Partidos
121,Jann-Fiete Arp,de GER,"DL,CC",Hamburger SV,de Bundesliga,17,2000,18,8,850,9.4,2,0,2,2,0,0,1,0,1.8,1.8,0.5,2.3,9,5,58,0.21,0.00,0.21,0.21,0.21,0.19,0.05,0.24,0.19,0.24,Partidos
122,Alejandro Arribas,es ESP,DF,La Coruña,es La Liga,28,1989,3,3,270,3.0,0,0,0,0,0,0,0,0,0.2,0.2,0.0,0.2,0,11,0,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Partidos
123,Kepa Arrizabalaga,es ESP,PO,Athletic Club,es La Liga,22,1994,30,30,2700,30.0,0,0,0,0,0,0,3,0,0.0,0.0,0.3,0.3,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Partidos
124,Harry Arter,ie IRL,CC,Bournemouth,eng Premier League,27,1989,13,11,960,10.7,1,0,1,1,0,0,4,0,0.3,0.3,0.2,0.5,14,68,8,0.09,0.00,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,Partidos
125,Aythami Artiles,es ESP,DF,Las Palmas,es La Liga,31,1986,3,2,184,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
126,Kwadwo Asamoah,gh GHA,DF,Juventus,it Serie A,28,1988,19,18,1568,17.4,0,0,0,0,0,0,4,0,0.2,0.2,0.7,0.9,49,98,88,0.00,0.00,0.00,0.00,0.00,0.01,0.04,0.05,0.01,0.05,Partidos
127,Takuma Asano,jp JPN,"DL,CC",Stuttgart,de Bundesliga,22,1994,15,7,721,8.0,1,0,1,1,0,0,1,0,1.7,1.7,1.1,2.8,24,17,56,0.12,0.00,0.12,0.12,0.12,0.21,0.13,0.35,0.21,0.35,Partidos
128,Santiago Ascacíbar,ar ARG,CC,Stuttgart,de Bundesliga,20,1997,29,27,2381,26.5,0,1,1,0,0,0,11,1,0.4,0.4,0.7,1.1,17,92,29,0.00,0.04,0.04,0.00,0.04,0.01,0.03,0.04,0.01,0.04,Partidos
129,Sergio Asenjo,es ESP,PO,Villarreal,es La Liga,28,1989,23,23,2070,23.0,0,0,0,0,0,0,3,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
130,Marco Asensio,es ESP,"DL,CC",Real Madrid,es La Liga,21,1996,32,19,1844,20.5,6,6,12,6,0,0,2,0,4.5,4.5,6.4,10.9,135,157,209,0.29,0.29,0.59,0.29,0.59,0.22,0.31,0.53,0.22,0.53,Partidos
131,Iago Aspas,es ESP,DL,Celta Vigo,es La Liga,29,1987,34,33,2936,32.6,22,5,27,20,2,3,9,0,17.3,15.0,9.5,24.5,115,126,294,0.67,0.15,0.83,0.61,0.77,0.53,0.29,0.82,0.46,0.75,Partidos
132,Benoît Assou-Ekotto,cm CMR,DF,Metz,fr Ligue 1,33,1984,13,13,1051,11.7,0,0,0,0,0,0,2,2,0.1,0.1,0.5,0.5,8,50,17,0.00,0.00,0.00,0.00,0.00,0.00,0.04,0.05,0.00,0.05,Partidos
133,Simon Asta,de GER,CC,Augsburg,de Bundesliga,16,2001,1,0,11,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,2,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
134,Davide Astori,it ITA,DF,Fiorentina,it Serie A,30,1987,25,25,2250,25.0,1,1,2,1,0,0,5,0,1.0,1.0,0.3,1.4,30,97,8,0.04,0.04,0.08,0.04,0.08,0.04,0.01,0.05,0.04,0.05,Partidos
135,Christian Atsu,gh GHA,"DL,CC",Newcastle Utd,eng Premier League,25,1992,28,19,1784,19.8,2,2,4,2,0,0,1,0,4.0,4.0,2.6,6.7,70,47,125,0.10,0.10,0.20,0.10,0.20,0.20,0.13,0.34,0.20,0.34,Partidos
136,Pierre-Emerick Aubameyang,ga GAB,DL,Arsenal,eng Premier League,28,1989,13,12,1057,11.7,10,4,14,9,1,2,0,0,8.4,6.8,1.1,8.0,31,9,85,0.85,0.34,1.19,0.77,1.11,0.71,0.10,0.81,0.58,0.68,Partidos
137,Pierre-Emerick Aubameyang,ga GAB,DL,Dortmund,de Bundesliga,28,1989,16,16,1416,15.7,13,3,16,10,3,4,1,1,16.2,13.0,2.3,15.3,30,26,112,0.83,0.19,1.02,0.64,0.83,1.03,0.15,1.18,0.83,0.98,Partidos
138,Jean-Kévin Augustin,fr FRA,DL,RB Leipzig,de Bundesliga,20,1997,25,14,1266,14.1,9,5,14,8,1,2,1,0,7.1,5.5,1.9,7.4,31,15,137,0.64,0.36,1.00,0.57,0.92,0.51,0.13,0.64,0.39,0.53,Partidos
139,Ludwig Augustinsson,se SWE,"DF,DL",Werder Bremen,de Bundesliga,23,1994,29,29,2532,28.1,1,1,2,1,0,0,3,0,1.2,1.2,2.1,3.4,48,103,151,0.04,0.04,0.07,0.04,0.07,0.04,0.07,0.12,0.04,0.12,Partidos
140,Yann Aurel Bisseck,de GER,"DF,CC",Köln,de Bundesliga,16,2000,3,1,156,1.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,3,9,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
141,Serge Aurier,ci CIV,DF,Tottenham,eng Premier League,24,1992,17,16,1429,15.9,2,2,4,2,0,0,2,2,0.8,0.8,2.6,3.4,32,67,152,0.13,0.13,0.25,0.13,0.25,0.05,0.16,0.21,0.05,0.21,Partidos
142,Charlie Austin,eng ENG,DL,Southampton,eng Premier League,28,1989,24,10,1037,11.5,7,0,7,6,1,1,2,0,7.1,6.3,0.8,7.1,5,18,67,0.61,0.00,0.61,0.52,0.52,0.62,0.07,0.68,0.55,0.61,Partidos
143,Danilo Avelar,br BRA,DF,Amiens,fr Ligue 1,28,1989,21,20,1727,19.2,1,0,1,1,0,0,2,0,0.5,0.5,0.9,1.4,22,76,66,0.05,0.00,0.05,0.05,0.05,0.03,0.05,0.07,0.03,0.07,Partidos
144,Felipe Avenatti,uy URU,DL,Bologna,it Serie A,24,1993,11,4,468,5.2,0,0,0,0,0,0,1,0,0.3,0.3,0.1,0.4,2,8,30,0.00,0.00,0.00,0.00,0.00,0.05,0.02,0.07,0.05,0.07,Partidos
145,Durel Avounou,cg CGO,"DF,CC",Caen,fr Ligue 1,19,1997,9,8,651,7.2,0,0,0,0,0,0,1,0,0.3,0.3,0.2,0.5,5,13,23,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Partidos
146,Chidozie Awaziem,ng NGA,DF,Nantes,fr Ligue 1,20,1997,22,16,1512,16.8,1,1,2,1,0,0,2,1,0.9,0.9,0.1,1.1,10,46,5,0.06,0.06,0.12,0.06,0.12,0.06,0.01,0.06,0.06,0.06,Partidos
147,André Ayew,gh GHA,"CC,DL",West Ham,eng Premier League,27,1989,18,9,895,9.9,3,2,5,3,0,1,2,0,3.3,2.5,0.3,2.9,18,18,43,0.30,0.20,0.50,0.30,0.50,0.33,0.03,0.37,0.25,0.29,Partidos
148,André Ayew,gh GHA,"CC,DL",Swansea City,eng Premier League,27,1989,12,10,950,10.6,0,2,2,0,0,0,3,0,1.9,1.9,1.3,3.2,16,24,53,0.00,0.19,0.19,0.00,0.19,0.18,0.13,0.30,0.18,0.30,Partidos
149,Jordan Ayew,gh GHA,"DL,CC",Swansea City,eng Premier League,25,1991,36,33,2852,31.7,7,2,9,6,1,1,2,1,7.3,6.5,2.0,8.5,76,50,232,0.22,0.06,0.28,0.19,0.25,0.23,0.06,0.29,0.20,0.27,Partidos
150,Karim Azamoum,fr FRA,CC,Troyes,fr Ligue 1,27,1990,30,26,2251,25.0,1,0,1,1,0,0,5,1,1.2,1.2,1.8,3.0,26,80,76,0.04,0.00,0.04,0.04,0.04,0.05,0.07,0.12,0.05,0.12,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
151,César Azpilicueta,es ESP,DF,Chelsea,eng Premier League,27,1989,37,37,3330,37.0,2,6,8,2,0,0,1,0,1.3,1.3,4.8,6.1,61,240,81,0.05,0.16,0.22,0.05,0.22,0.03,0.13,0.16,0.03,0.16,Partidos
152,Ludovic Baal,gf GUF,DF,Rennes,fr Ligue 1,31,1986,17,14,1159,12.9,0,0,0,0,0,0,0,0,0.0,0.0,1.0,1.0,29,85,35,0.00,0.00,0.00,0.00,0.00,0.00,0.08,0.08,0.00,0.08,Partidos
153,Khouma Babacar,sn SEN,DL,Fiorentina,it Serie A,24,1993,16,1,448,5.0,4,1,5,2,2,2,1,0,3.9,2.4,1.1,3.5,10,12,38,0.80,0.20,1.00,0.40,0.60,0.79,0.22,1.02,0.48,0.70,Partidos
154,Khouma Babacar,sn SEN,DL,Sassuolo,it Serie A,24,1993,13,8,750,8.3,2,1,3,1,1,1,0,0,3.5,2.7,1.0,3.7,11,13,52,0.24,0.12,0.36,0.12,0.24,0.42,0.13,0.55,0.32,0.45,Partidos
155,Carlos Bacca,co COL,DL,Villarreal,es La Liga,30,1986,35,30,2497,27.7,15,6,21,14,1,1,9,0,14.0,13.2,4.7,18.0,56,39,188,0.54,0.22,0.76,0.50,0.72,0.51,0.17,0.68,0.48,0.65,Partidos
156,Milan Badelj,hr CRO,CC,Fiorentina,it Serie A,28,1989,27,27,2351,26.1,2,1,3,2,0,0,9,2,2.0,2.0,2.8,4.9,24,222,35,0.08,0.04,0.11,0.08,0.11,0.08,0.11,0.19,0.08,0.19,Partidos
157,Holger Badstuber,de GER,"DF,CC",Stuttgart,de Bundesliga,28,1989,27,24,2173,24.1,2,0,2,2,0,0,2,0,1.2,1.2,0.1,1.3,12,47,1,0.08,0.00,0.08,0.08,0.08,0.05,0.00,0.05,0.05,0.05,Partidos
158,Dylan Bahamboula,cg CGO,"DL,CC",Dijon,fr Ligue 1,22,1995,4,0,30,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,2,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Partidos
159,Farès Bahlouli,fr FRA,"CC,DL",Lille,fr Ligue 1,22,1995,11,2,307,3.4,1,0,1,1,0,0,2,0,0.2,0.2,0.7,0.9,11,9,34,0.29,0.00,0.29,0.29,0.29,0.07,0.21,0.28,0.07,0.28,Partidos
160,Stéphane Bahoken,cm CMR,DL,Strasbourg,fr Ligue 1,25,1992,26,19,1662,18.5,7,1,8,7,0,0,5,0,6.7,6.7,1.7,8.4,31,22,124,0.38,0.05,0.43,0.38,0.43,0.36,0.09,0.45,0.36,0.45,Partidos
161,Daniel Baier,de GER,CC,Augsburg,de Bundesliga,33,1984,29,29,2538,28.2,0,2,2,0,0,0,6,0,0.9,0.9,1.9,2.7,33,197,29,0.00,0.07,0.07,0.00,0.07,0.03,0.07,0.10,0.03,0.10,Partidos
162,Leon Bailey,jm JAM,"DL,DF",Leverkusen,de Bundesliga,19,1997,30,25,2215,24.6,9,6,15,9,0,0,2,0,8.0,8.0,6.7,14.7,111,84,261,0.37,0.24,0.61,0.37,0.61,0.33,0.27,0.60,0.33,0.60,Partidos
163,Eric Bailly,ci CIV,DF,Manchester Utd,eng Premier League,23,1994,13,11,1001,11.1,1,0,1,1,0,0,2,0,1.1,1.1,0.2,1.3,3,26,0,0.09,0.00,0.09,0.09,0.09,0.10,0.01,0.11,0.10,0.11,Partidos
164,Leighton Baines,eng ENG,DF,Everton,eng Premier League,32,1984,22,22,1909,21.2,2,3,5,0,2,2,1,0,2.1,0.5,1.9,2.5,31,84,61,0.09,0.14,0.24,0.00,0.14,0.10,0.09,0.19,0.02,0.12,Partidos
165,Riad Bajić,ba BIH,"DL,CC",Udinese,it Serie A,23,1994,5,0,80,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.3,1,3,10,0.00,0.00,0.00,0.00,0.00,0.19,0.18,0.37,0.19,0.37,Partidos
166,Marvin Bakalorz,de GER,CC,Hannover 96,de Bundesliga,27,1989,28,23,2055,22.8,0,1,1,0,0,0,4,0,1.7,1.7,2.1,3.9,21,72,62,0.00,0.04,0.04,0.00,0.04,0.08,0.09,0.17,0.08,0.17,Partidos
167,Cédric Bakambu,cd COD,DL,Villarreal,es La Liga,26,1991,15,15,1263,14.0,9,0,9,8,1,1,5,0,5.9,5.1,1.6,6.6,37,21,80,0.64,0.00,0.64,0.57,0.57,0.42,0.11,0.53,0.36,0.47,Partidos
168,Tiemoué Bakayoko,fr FRA,CC,Chelsea,eng Premier League,22,1994,29,24,2126,23.6,2,2,4,2,0,0,4,2,3.2,3.2,1.2,4.4,39,123,57,0.08,0.08,0.17,0.08,0.17,0.13,0.05,0.18,0.13,0.18,Partidos
169,Zakaria Bakkali,be BEL,"DL,CC",La Coruña,es La Liga,21,1996,23,10,909,10.1,0,0,0,0,0,0,5,0,1.2,1.2,0.3,1.5,33,30,99,0.00,0.00,0.00,0.00,0.00,0.12,0.03,0.15,0.12,0.15,Partidos
170,Ridle Baku,de GER,CC,Mainz 05,de Bundesliga,19,1998,3,3,233,2.6,2,0,2,2,0,0,1,0,0.9,0.9,0.1,1.0,7,6,7,0.77,0.00,0.77,0.77,0.77,0.33,0.05,0.38,0.33,0.38,Partidos
171,Keita Baldé,sn SEN,"DL,CC",Monaco,fr Ligue 1,22,1995,23,19,1473,16.4,8,5,13,8,0,0,3,1,5.4,5.4,2.3,7.8,57,32,139,0.49,0.31,0.79,0.49,0.79,0.33,0.14,0.47,0.33,0.47,Partidos
172,Sam Baldock,eng ENG,DL,Brighton,eng Premier League,28,1989,2,0,32,0.4,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,5,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
173,Gareth Bale,wls WAL,"DL,CC",Real Madrid,es La Liga,28,1989,26,20,1799,20.0,16,2,18,15,1,1,5,0,11.8,11.0,5.0,16.0,75,87,217,0.80,0.10,0.90,0.75,0.85,0.59,0.25,0.84,0.55,0.80,Partidos
174,Mikel Balenziaga,es ESP,DF,Athletic Club,es La Liga,29,1988,18,18,1549,17.2,0,2,2,0,0,0,1,0,0.2,0.2,1.0,1.1,29,48,71,0.00,0.12,0.12,0.00,0.12,0.01,0.06,0.07,0.01,0.07,Partidos
175,Andrija Balić,hr CRO,CC,Udinese,it Serie A,19,1997,21,11,1083,12.0,0,1,1,0,0,0,2,0,0.8,0.8,0.6,1.4,16,51,19,0.00,0.08,0.08,0.00,0.08,0.06,0.05,0.12,0.06,0.12,Partidos
RL,Jugador,País,Posc,Equipo,Comp,Edad,Nacimiento,PJ,Titular,Mín,90 s,Gls.,Ass,G+A,G-TP,TP,TPint,TA,TR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls.,Ast,G+A,G-TP,G+A-TP,xG,xAG,xG+xAG,npxG,npxG+xAG,Partidos
176,Iván Balliu,al ALB,DF,Metz,fr Ligue 1,25,1992,25,22,1951,21.7,0,1,1,0,0,0,6,0,0.2,0.2,1.0,1.1,34,137,92,0.00,0.05,0.05,0.00,0.05,0.01,0.04,0.05,0.01,0.05,Partidos
177,Fodé Ballo-Touré,sn SEN,DF,Lille,fr Ligue 1,20,1997,27,25,2055,22.8,0,0,0,0,0,0,5,1,0.1,0.1,0.7,0.8,43,72,98,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Partidos
178,Florent Balmont,fr FRA,CC,Dijon,fr Ligue 1,37,1980,21,9,860,9.6,1,3,4,1,0,0,3,0,0.3,0.3,1.7,2.0,10,75,21,0.10,0.31,0.42,0.10,0.42,0.03,0.18,0.21,0.03,0.21,Partidos
179,Leon Balogun,ng NGA,DF,Mainz 05,de Bundesliga,29,1988,14,14,1173,13.0,0,0,0,0,0,0,5,1,0.1,0.1,0.0,0.1,4,24,1,0.00,0.00,0.00,0.00,0.00,0.01,0.00,0.01,0.01,0.01,Partidos
180,Mario Balotelli,it ITA,DL,Nice,fr Ligue 1,26,1990,28,26,2269,25.2,18,1,19,12,6,7,10,1,15.3,9.8,3.1,12.9,46,86,173,0.71,0.04,0.75,0.48,0.52,0.61,0.12,0.73,0.39,0.51,Partidos
181,Abdoulaye Bamba,ci CIV,DF,Angers,fr Ligue 1,27,1990,18,17,1533,17.0,0,0,0,0,0,0,2,0,0.1,0.1,0.5,0.6,32,70,55,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Partidos
182,Jonathan Bamba,ci CIV,DL,Saint-Étienne,fr Ligue 1,21,1996,34,27,2572,28.6,7,8,15,3,4,4,1,0,9.0,5.8,8.7,14.5,116,109,247,0.24,0.28,0.52,0.10,0.38,0.31,0.30,0.62,0.20,0.51,Partidos
183,Yacine Bammou,ma MAR,"CC,DL",Nantes,fr Ligue 1,25,1991,16,10,725,8.1,3,0,3,3,0,0,2,1,1.0,1.0,0.2,1.2,15,18,59,0.37,0.00,0.37,0.37,0.37,0.13,0.03,0.15,0.13,0.15,Partidos
184,Éver Banega,ar ARG,CC,Sevilla,es La Liga,29,1988,31,25,2399,26.7,3,3,6,0,3,3,9,1,3.8,1.4,6.2,7.6,77,350,81,0.11,0.11,0.23,0.00,0.11,0.14,0.23,0.37,0.05,0.29,Partidos
185,Mattia Bani,it ITA,DF,Chievo,it Serie A,23,1993,16,15,1317,14.6,0,0,0,0,0,0,5,1,0.3,0.3,0.0,0.3,1,32,3,0.00,0.00,0.00,0.00,0.00,0.02,0.00,0.02,0.02,0.02,Partidos
186,Beni Baningime,cd COD,CC,Everton,eng Premier League,18,1998,8,1,198,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,11,3,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
187,Léo Baptistão,br BRA,"DL,CC",Espanyol,es La Liga,24,1992,36,31,2677,29.7,8,3,11,8,0,0,4,0,10.2,10.2,2.5,12.7,76,51,187,0.27,0.10,0.37,0.27,0.37,0.34,0.08,0.43,0.34,0.43,Partidos
188,Sekou Baradji,fr FRA,CC,Amiens,fr Ligue 1,33,1984,1,0,7,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
189,Antonín Barák,cz CZE,CC,Udinese,it Serie A,22,1994,34,31,2713,30.1,7,3,10,7,0,0,5,0,2.8,2.8,3.3,6.1,67,161,127,0.23,0.10,0.33,0.23,0.33,0.09,0.11,0.20,0.09,0.20,Partidos
190,Andrea Barberis,it ITA,CC,Crotone,it Serie A,23,1993,38,34,3029,33.7,2,1,3,2,0,0,1,0,1.5,1.5,3.1,4.6,16,116,56,0.06,0.03,0.09,0.06,0.09,0.05,0.09,0.14,0.05,0.14,Partidos
191,Mariano Barbosa,ar ARG,PO,Villarreal,es La Liga,33,1984,13,12,1125,12.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Partidos
192,Enis Bardhi,mk MKD,CC,Levante,es La Liga,22,1995,26,16,1580,17.6,9,1,10,9,0,0,8,0,3.1,3.1,1.3,4.4,39,91,57,0.51,0.06,0.57,0.51,0.57,0.18,0.07,0.25,0.18,0.25,Partidos
